source_block,candidate_rank,work_id,text_sha256,reasons
1,5670,W2914525122,46359d197f9dc0ccb61d5c8de3296d1746e6d3170cacf49eccc7a7b240ad612a,"[""clear_non_english_abstract""]"
1,5703,W2531885068,fa1d868e30eaef475668cad36e606501fc0d66f9c9bcfb003c108e0ae457625c,"[""clear_non_english_abstract""]"
1,5844,W2895907750,dcc341cf565d20f33f4aa90037cf9ea4d456a5e143e23be8f6ea37425ecd0321,"[""non_abstract:reviewed_non_abstract_template""]"
1,5961,W4311707748,c5367b520b110ee3369f70b3ce22d2685501225b42798c7e5ddd7d040de8d32c,"[""non_abstract:reviewed_non_abstract_template""]"
1,6407,W4280599700,594ab0e7d9f42d31246f36587f6f2eb14c03865aa643065f2af4eb7397c02a40,"[""clear_non_english_abstract""]"
1,6635,W1546385663,b1ddf6ead076819e890370e137231dec86f15ee143031e422bb937f2fd54d815,"[""clear_non_english_abstract""]"
1,6710,W4407673085,ee8811093371067ff5f37c7117bc8ee8606eb6413caf4b523b962e95c80d8625,"[""clear_non_english_abstract""]"
1,6848,W4254487084,777ff07ac7037d87be7e96e6a963605b7d0f9dc3fc521313ad34f5fd3acd3fd2,"[""reviewed:reviewed_title_abstract_mismatch_or_non_article_resource""]"
1,6907,W4312311156,d8c0235ba8013dc49d1c5cbf2b6544d6f99f9195d5f53de53417e25c835b183d,"[""clear_non_english_abstract""]"
1,6919,W7208257574,d00e9308bfbacbac5f5cadf08bfb8c47c1968b74cdf88e4a8b36a54a24dc4231,"[""clear_non_english_abstract""]"
1,7253,W2331518044,9190fb7b80f5052c05cc9d7d25840fba5bf48a5e11ff9deeb7c332e8baac15f2,"[""clear_non_english_abstract""]"
1,7260,W4385550908,6949ba327590f83378846930383c8451f90800341ed85f575705a798b77ccdb8,"[""clear_non_english_abstract""]"
1,7307,W4381953382,1d3f3a8afcc8a8c459539a2846602fde1054bd37277b5f599e9be5c69d069d5b,"[""clear_non_english_abstract""]"
1,7387,W1581125772,0c5cf4344e90c4ac7a48dc968ca8db12389bea16ef47f88f41f6e3cd821b8d5d,"[""clear_non_english_abstract""]"
1,7416,W4398224863,8eeb2e81f9bdab1478afafdef7dbbf98f81bbf26841d19e2b37b3a3e99e351ea,"[""clear_non_english_abstract""]"
1,7466,W2972244043,d1c1d35f39d980b622ab03174666e35d33c4963988af35ad3107422f7cde3719,"[""clear_non_english_abstract""]"
1,7520,W2554277187,3f0d9fc5ab7334afdf0a155dfa0ad881406c1101e6d5faa7829e1e347dcb436f,"[""clear_non_english_abstract""]"
1,7689,W3128792192,24e1b94b027979d113912201c679b0c4eab9725082dbf3ad6d9167a55d6dcc5f,"[""clear_non_english_abstract""]"
1,7766,W2318248888,7d3f9b8230750db96cb0c962a6c7c4b93459c0542a4b43adecdc0f89a7e27e2b,"[""reviewed:reviewed_title_abstract_mismatch_or_non_article_resource""]"
1,7807,W2805761769,7cf979f5a8af432ab166b909fbbfe836773f1dfd71d116756c7211e596596a12,"[""clear_non_english_abstract""]"
1,7904,W4386386065,fcd46262e2ef9f533c72d474fcd91153aa1930a8ef652021c46dd78d75cbad81,"[""clear_non_english_abstract""]"
1,7983,W4242362292,b4a3337bf49ff191f1da0fb58a81381e1c9bcf8657b4093a0d6e6b39e1d69ab9,"[""clear_non_english_abstract""]"
1,8033,W4383227869,90e537174e6a613b5648226bdecdd0c973d72f5250b40b213b3f88714fd6d47c,"[""clear_non_english_abstract""]"
1,8405,W4413304358,152ad7228ea89eb17ce9d7c760555cefdb828cc912a33052ed0ebbb6d6b717a2,"[""clear_non_english_abstract""]"
1,8569,W3143602205,9471c619c8ea20936c47c03a202624c5d713805d820a746cc234e39fe97753b3,"[""clear_non_english_abstract""]"
1,8664,W3144536082,6f567650a5af4415c8809667b7b77704ebc048b4e875be04df37b6f363fc8f1b,"[""clear_non_english_abstract""]"
1,8676,W2917632211,86cba5cc868afa045ae2020b68c1a72118a4a76a2e1389ae56f2c017c33f8ca8,"[""clear_non_english_abstract""]"
1,8786,W2060709648,6cf27376f27eb80b08e6addc491e3e23f824b56880cfe83d46dc40143f77fbb3,"[""non_abstract:acs_webpage_instead_of_abstract""]"
1,8852,W4408786449,c5263ab849093896dfef9cc999c762a1156e6d168238b1dd0e68a8c37733eaa8,"[""clear_non_english_abstract""]"
1,8858,W2323815375,b2603f6185cb57d5d232fbee7415097e9c0275f5027cb12fe43289e55bd301f4,"[""clear_non_english_abstract""]"
1,8880,W4367153806,291bd3ed99747a7fbd5d8e4318597671a48054b3a1e2e466dcf67c0488d43a36,"[""clear_non_english_abstract""]"
1,8955,W3144105777,f64db7afe600c40573800b4b3dbcbff832760c5f7553ea956f480f88159baf4d,"[""clear_non_english_abstract""]"
1,9014,W4386846240,7aa12758db5e9f23f6f4517b981193dc40147c1b7c491957aabf0bdc914c31f6,"[""clear_non_english_abstract""]"
1,9019,W4253412905,a6ffc7ce6ec040dd1485abf36ca63757c79b4b1ba3b9e0d67269fd46dbc1b5a9,"[""non_abstract:reviewed_non_abstract_template""]"
1,9066,W4405601181,8ae945b478eb3f2d9e26c4f28a5afa3fe35e8336dd21c04c5c8d6a281d18a269,"[""non_abstract:reviewed_non_abstract_template""]"
1,9081,W3089313990,08a6d20f8501fe59a09ec256de0e31685c20eef4c6dd845c8453f4c8f9168340,"[""clear_non_english_abstract""]"
1,9096,W2911868129,3bc0b495375d6891ffad81d16a6422e6b842f70680550255291d7ef66a19e049,"[""clear_non_english_abstract""]"
1,9225,W2914619419,6c3ad268245ef55109e34cd18114071dbb4b1c2c3c8ca855661a91de939cd1c1,"[""clear_non_english_abstract""]"
1,9320,W2782235990,d470559e6146bd97994243983aac9f2426ef5fc0702091ccbf0ba20dd0a41fde,"[""clear_non_english_abstract""]"
1,9339,W4210521034,fe3f18adace7dc3cb8e3eba685848bf08027ef4fb21ac927e59204495eeaa4ab,"[""non_abstract:reviewed_non_abstract_template""]"
1,9423,W2004218956,8f8fe42189abe03aafcce3fa53a153dfd9b9f30b01e664dd37ec61684d2b526a,"[""non_abstract:reviewed_non_abstract_template""]"
1,9481,W4243348529,b5c7516dfb724f3236b81d9bc57623a13e4e2dd517990d0fa464f08ca129d961,"[""non_abstract:reviewed_non_abstract_template""]"
1,9579,W2921366731,ab3754c2a3dbab474658b43b97e7af729a3402bfff2bafc4bbd0ad9371ce21df,"[""clear_non_english_abstract""]"
1,9608,W4289530815,24d75941f2dfd0012478664b66a458fb2f8681193d5b7a933b5cc1b5080e12fe,"[""clear_non_english_abstract""]"
2,2,W4380906766,129f3e9aa8e31573375dd34352ceba278e2f835bf1e9b7a16fef3f8ce36eb0e2,"[""clear_non_english_abstract""]"
2,93,W4403550241,61e9a09fd1a22b4d6ffb717acbfea3d8823311a3fe89d3b946f642d38ced0f81,"[""clear_non_english_abstract""]"
2,137,W3132545275,ed0d855eb024c57a732d224aab619fb9748c7a698c8c81bcaa33cdd407dc7b37,"[""clear_non_english_abstract""]"
2,149,W2793806584,048ad4d3c44e7122b0819ea02912612e4259686f50407a595e6a5799146ef1fc,"[""clear_non_english_abstract""]"
2,180,W2625320851,b05bc0884e8a36898c14bbde756c0598961c79afd7de4a6a36d541012db30055,"[""non_abstract:reviewed_non_abstract_template""]"
2,264,W970646976,26928aad9fe32444fa7a339d74b2c570f01977e314b284d6555f434ff42b2779,"[""non_abstract:reviewed_non_abstract_template""]"
2,286,W4234440589,13ba0ebe49110cc5cf0d2084c063fe2ffacd9b0aa77a8b254fea52e3d253f886,"[""clear_non_english_abstract""]"
2,382,W4220685946,f6f768af771547cd842e268ac7eb79d2679a1bf65d4eaa352cfc5fe555e30019,"[""clear_non_english_abstract""]"
2,604,W3130971612,e6e370bdad4af203edca1d5e8f01f4fe882f66e9cc892d14572d7512023dc350,"[""clear_non_english_abstract""]"
2,751,W2804202843,74f110cc5764de0968c5bdac0543063ca1e3620e388e6dc78837d814073e389f,"[""clear_non_english_abstract""]"
2,826,W1966520107,bfe62a97dc06991ea99b1479b990b8103b753066731bf2048249d45e03d57ded,"[""non_abstract:acs_webpage_instead_of_abstract""]"
2,999,W2736595365,04eebfb95b4654a4ea5dc5ac66e5f12114fa7f63fedb32a13f0d0be2d7c7f649,"[""clear_non_english_abstract""]"
2,1018,W4400116457,04ffbf2dd15a47f1d66744d43c1f7fe30765fdcc99385749a7b42ad3de755f81,"[""clear_non_english_abstract""]"
2,1048,W7210700552,a6e57bf486f1e177d328675e1f367cc57e20e86439010ab4d09812af7b4690b3,"[""non_abstract:reviewed_non_abstract_template""]"
2,1102,W3093741433,c0bdec0360ddcd60c189dd9750a7d9ee2c4322184c4326d2c2364cb415e1e455,"[""explicit_withdrawn_or_retracted_label""]"
2,1110,W4375928158,be83a64f22f073b2a9dfd5c2a894cb24a8b60eea3506265f0a0a0dca6f49b594,"[""clear_non_english_abstract""]"
2,1250,W2946067366,777163f86a7d9fea51e397e3099e68955566f487f85f81f4df6b7820bcf0677e,"[""clear_non_english_abstract""]"
2,1461,W3007836256,9f5bd4ea288f0db360e8789351147b47e7e63b6786076fabdfb1c81816440868,"[""clear_non_english_abstract""]"
2,1552,W2926494398,e7d4781e318c06023f8dd376002bf9f122e65e0b0dbc1c053d99fe5f70fc2117,"[""clear_non_english_abstract""]"
2,1710,W2978544843,1baac2604c4f550f7c2ae732046e0e22ba0abfea4d5070788fdef3a9ef9d8fec,"[""clear_non_english_abstract""]"
2,1915,W4249202226,9e70595d09c9e83d4454002bd641413db59b6e2b2f16420beb4aea987069c897,"[""clear_non_english_abstract""]"
2,2062,W4366758422,0b96bbee855a7bff552255cc71be8f3ef728c39f1fa94f01f8defc9e9058759b,"[""clear_non_english_abstract""]"
2,2080,W3119354897,f806c9f48ae62130f5d125c54248fed5892674815ad7ca2c657d9a219197060d,"[""clear_non_english_abstract""]"
2,2127,W1603754734,fff7f2b80640a07d7a148cbbcb29ab0586e5be9d274c5f1ce6d99fd82c4f71f1,"[""non_abstract:reviewed_non_abstract_template"", ""clear_non_english_abstract""]"
2,2175,W4384344264,9949e4e2485a2c140171649a51276411a319c436b2d0bbbbbb93dd0b463a30b7,"[""clear_non_english_abstract""]"
2,2209,W7211521218,d5e3b8eb809ae0db7b04598b180fb9774da7abaa624353c5f8e4294349a459a3,"[""non_abstract:reviewed_non_abstract_template""]"
2,2239,W3155667680,65c4cf33b9bacf82d2cfb5618b2615c9dfaf3ab179043e9094a0e44e40b0ceef,"[""clear_non_english_abstract""]"
2,2275,W2334364541,99a88f35bf24d0af76e1e21bf4062a3270ea7ff68cffbebef716ce0118b41f2e,"[""clear_non_english_abstract""]"
2,2396,W4387323343,34b371b4f635a39f2ef24530a008e305b9291f0288deb0f64e6cb3250d4893f3,"[""clear_non_english_abstract""]"
2,2491,W7168083062,992b5b296c63e0183f0ebca4d209f26df0279ce118574ef88f130eee155ad597,"[""clear_non_english_abstract""]"
2,2608,W4255584168,f5c0a1065c9c86a6fb1e7d57a3a756215c8f222f3584b30ce587d0f2446d277c,"[""non_abstract:acs_webpage_instead_of_abstract""]"
2,2679,W3195516850,9d207947819bb3285d36d4dea8aa9da088c1c7dae749c8e2a34f1efdd381d0c4,"[""clear_non_english_abstract""]"
2,3051,W4324123929,458125c8dbb6998f5fe2d865ba1c89721ba62816404b29b1712c331f9185c17c,"[""clear_non_english_abstract""]"
2,3120,W4390440844,55c06ebba1948c4116392bb355292f6657a0670a1a9a5e94a9cfd1e1885a4f7a,"[""clear_non_english_abstract""]"
2,3297,W3124120621,ee9c57420a75851121db8da6dfffdac6433db5dc495981d1e41a08ad74d33b27,"[""clear_non_english_abstract""]"
2,3441,W2775202741,c732f7ad2ef9efcc88b4ec7b777692edf219752129c10057ee1ee34d525415ae,"[""clear_non_english_abstract""]"
2,3471,W4282827243,164736e3bfe88aaeacedd191ac87bc2edd97483be17ff9b87cf8a7f0f6160df3,"[""clear_non_english_abstract""]"
2,3502,W3150502450,957fc564ca79e66dbe97e688f070dc87eec66a8d31c2c59737306f9752fb23be,"[""clear_non_english_abstract""]"
2,3545,W4387582545,1d8c5abc73e443555e773a6123f3f55e67155eb98e068a193cace0cd2053b6dd,"[""clear_non_english_abstract""]"
2,3572,W4299488014,5559c15b7e058c7db465d796dc529b008d3b5fad48cf17e0be3e46a0450a1ee9,"[""clear_non_english_abstract""]"
2,3721,W2981112888,ea7b447624aabeea9377171e82f11a18b2cafe38ca10498e4639f0f91dac0264,"[""clear_non_english_abstract""]"
2,3736,W4395092170,7822888d7d6de5f0109564ee755b7c87f03feb8392bb8db17159a61e822d0854,"[""clear_non_english_abstract""]"
2,3761,W3185852152,72eac2eb7f1f44c5c429616b7fbc1d20f0d28726c4f0c4e2cb8072dc302d1046,"[""clear_non_english_abstract""]"
2,3831,W2312752232,57625e66b9134612809ec72399764636cbf1460a760af885d93a1f2f7339cb15,"[""clear_non_english_abstract""]"
2,3913,W1959954936,3783a28fa2a158a2b502b34bb1f5d3705e4761c504aa9c5e6d6ff4c084c087ce,"[""clear_non_english_abstract""]"
2,4451,W2766118175,0c1bb780d32c50365bd60408dbb69f55becde76af36de61c126cfea4c47b8d16,"[""clear_non_english_abstract""]"
2,4490,W2611206524,d2f67a128a19a3b4b3602ce3533acda0e1e0f90131b05822d7b2d6cea24fc408,"[""clear_non_english_abstract""]"
2,4582,W3205407687,d4d3d54891a0d3fcd42bb8865a6aca909818e2332829f8ebe1aff0254eeaa407,"[""clear_non_english_abstract""]"
2,4882,W4312307084,cfc7dbfbd7775b43b02ae295947e54372866204d5707e129e181adc5b7bfa393,"[""clear_non_english_abstract""]"
2,4996,W4249760738,a811a582c0e6e9a60cbfe1e644be5c67c36060da39adf8562bdbdc151285c1d0,"[""clear_non_english_abstract""]"
2,5054,W4321610466,40b3a8dc16920a5704198d5b4a0d5941c963e92a5b523a8d0dbf34063c067c8c,"[""clear_non_english_abstract""]"
2,5080,W1753565795,27a129ee552b3da049081d6780f4762870ac65ba8baf244939ecca135fb40f96,"[""non_abstract:reviewed_non_abstract_template""]"
2,5114,W2521035703,93accc7df329619b6dcc24759b02d28b315f02caeff67cf4c5ee10e4e117a100,"[""clear_non_english_abstract""]"
2,5229,W3106952805,a125f2782cf71c82accf2e84705bb944be467b96750acb2fc25047fca616c76e,"[""clear_non_english_abstract""]"
2,5508,W4323520382,13fac2d567bddb16728fd8931519f6c797965e8a0383420433dc6f588f281848,"[""non_abstract:reviewed_non_abstract_template""]"
2,5817,W3021340888,212d7d1f5010a0154e02489a55b2bc1f0a3209f743e00d9ab65791b17c3026c9,"[""clear_non_english_abstract""]"
2,5922,W2114891424,d419b92e7fcf6cae8746a46a124c1fcbaac53340fc10314bc944da6b845a4616,"[""clear_non_english_abstract""]"
2,6058,W7137396317,04f276ea1ac13323ff62718119d80a196e13e8bee200e1bee923070a357d3aa3,"[""clear_non_english_abstract""]"
2,6104,W4240708081,b7460849e6567a91f531d0bf6cdd26c28213612f3a583dc73b7c149ad368b256,"[""clear_non_english_abstract""]"
2,6108,W4296360863,7378a11fa215348758c6f35673bceb5643f2351d2bb7617bbe3e4433e012ffbc,"[""clear_non_english_abstract""]"
2,6292,W2946572923,0c4128b2b8ee377c1815a5e8db9336915b56d1f7e0b31ef1a3b05e34b8da35e7,"[""clear_non_english_abstract""]"
2,6471,W4236007609,c1b8da63c9dd165f9ee6da3a54a17668b7086d5d3e32dcb5601f09ad4138f808,"[""clear_non_english_abstract""]"
2,6610,W4244444237,deea8c389e1fa16d059a1a7afef2cb43a0c869a8bd77906d998670652fbed9ec,"[""non_abstract:reviewed_non_abstract_template""]"
2,6628,W2961278484,4e1bbd2c77c87703b49265af2dc284e851122f328a67c52b1fe5ea53c541cc71,"[""clear_non_english_abstract""]"
2,6693,W4313037971,689e12e5f6d681575aed9318b8d5426666733f141182335a4548e3ef5cfb22a6,"[""clear_non_english_abstract""]"
2,6850,W3217497493,68379a82f8c0e4d1801589eb67987a128af3700abe3bcf8667cd15e3a718c40e,"[""clear_non_english_abstract""]"
2,7093,W4402623629,78422cf1d19c591b548b3ba2532cf023c63ba4c5770f66da7acc790cfd396976,"[""clear_non_english_abstract""]"
2,7159,W2068232770,197353512b768bbcd3c8196b49add8180fa84f58d225678d6387d33b0e03d783,"[""clear_non_english_abstract""]"
2,7176,W3038797916,75dcb94d97ac09a4cfd3731ba287f436f4f7ad2d662e7130f5040a5c210f4012,"[""clear_non_english_abstract""]"
2,7278,W166772166,885a535d8c5a5e116c94eebb936ef76ff6d6a3b0027921f753bddca9ae84c7be,"[""clear_non_english_abstract""]"
2,7536,W4403014554,c8e48c2aa3a27b146122febb3c710deeba03d69f3f3c0f432c3bf985ef2c3112,"[""clear_non_english_abstract""]"
2,7754,W3008726094,957ccf73ceef2112032340c945fccff77045b6e7c484c202963d5db0056e8a33,"[""clear_non_english_abstract""]"
2,7797,W2759163379,c1664f1d8f9cbe32c6995fd3cb3d9762d757960a533a084e7e75ef9268e07d94,"[""clear_non_english_abstract""]"
2,8022,W3113396143,f1af0772ce301b89d3adccd8405e3df731309c2b62676ddce698304617fc2d1a,"[""clear_non_english_abstract""]"
2,8067,W2302041796,4bce7960d900f3bba9fe6b587859420a6d372ec828fd2fa729a3136df6a1c435,"[""clear_non_english_abstract""]"
2,8104,W2785281164,b3b01db884381272a5534f262a8f0de54029f1de2c0e5e70822dda467c782204,"[""clear_non_english_abstract""]"
2,8233,W4392712456,ef9090106e41c583766406ba1042d5f43e87bc42f8e0a2bd24fab6766b4eba07,"[""clear_non_english_abstract""]"
2,8267,W1496737878,8e4fb813dc55db4242fa51ef08d30017544f9ea41979bf5bb7edb9a81b35cee1,"[""non_abstract:reviewed_non_abstract_template""]"
2,8271,W3177372988,13ce5599e9a1356790705748b5938161376e45d5eeb9e94685bcf4adbedbbff0,"[""clear_non_english_abstract""]"
2,8468,W2606926286,4d3141025da88c4669f356fb5b5a45bc81afd7b9f4531bbf6e9103f451121dcc,"[""clear_non_english_abstract""]"
2,8473,W2988234219,8e76f6f7b4d5adbb63bedc1356df097067cd09c2ba20f30ca8d34e98203f37b9,"[""clear_non_english_abstract""]"
2,8620,W4400474198,4f7e639568988aaad7a650bb6b5350bbeee9202325ff6d27d4554aa1ff7cf37b,"[""clear_non_english_abstract""]"
2,8638,W4312367799,ce7d297e3fbca63cd377a0dfd6e93973eab2546e49d3ac2b59fbea42e9da8f1d,"[""clear_non_english_abstract""]"
2,8661,W7117196197,a608b2045a613dc7b92a206481c843c210a9a00c643167b44ba2bdc17495dda0,"[""clear_non_english_abstract""]"
2,9031,W3009485237,b5d2ed5817f9e72861d6fbf7c5eeec7bfec822f873de27d246d591851538615f,"[""clear_non_english_abstract""]"
2,9089,W2186021148,5b4efe5b25da66d995416ab87e4280f1892a446a5a8408ec706db9209f10e09c,"[""non_abstract:reviewed_non_abstract_template""]"
2,9100,W4247860809,c90d24f2cad96b6b617f51a25db1aa7162293cbcfa8cc4992184d0cc8988baba,"[""non_abstract:reviewed_non_abstract_template""]"
2,9138,W4246593913,ce70f6f8d9a1057c8ef657d7ac1e77c67525186e85b1a18fd6920102ad03fb4b,"[""clear_non_english_abstract""]"
2,9240,W2075440148,e806adf663660195aa8bb78f15ab47bee286b4eb35644e6f99f8c833e02c7572,"[""clear_non_english_abstract""]"
