work_id,field_id,period_start,abstract_language,score,text_sha256
W4317479776,27,2020,en,0.9118800163269043,7cf1c29baaad291f44c82299c60256fc22007a2ee436745c936381437d9919ac
W2143413085,13,2005,en,0.9428269267082214,0948e11f3947e696c8709ecbff49cbd38bc105f94412603d794a62d8b5c138a0
W2362108488,22,2005,en,0.9588056206703186,1542d4998bd06a5b9ac50ff084e029613cd03738ca63a29fea03062a352c192d
W4405815676,12,2005,en,0.9144923090934753,2b61fb902edd28327b74ad908e753a8d54dc97862ccd294d65ad55356df85fb4
W2387257369,33,2005,en,0.9589313864707947,4dd252cedc57f2539616d5114355e2ac58f25f2ff380bf329934cfe4499bf92e
W1912065211,31,2015,en,0.8100680112838745,6bc8699cf9a5d44af4948b31cf1aa97be94e37cbf43949322ebeb8b590dddbe6
W4285591381,29,2020,en,0.9715036153793335,953c5901087e622ae7303d0a3fdd88398ebd75eef11c6d1bf12df14a799a65b7
W2891397027,33,2015,en,0.9747694730758667,59bc6cc59c2a902d526c352c9776e7db245685eb6da909ed9fedc15ea1079b41
W2356499262,23,2010,en,0.9123581647872925,8cb62ed4cec9879ec845558c0a7947d93a897a5dea3438de5b4c9a8b45f95b87
W2121455234,12,2010,en,0.9655303359031677,5f3964efb2824cb24fe3af5442bf7b35a14606580c040c2f82f967f37190e234
W4382501608,27,2020,en,0.8941080570220947,246dc077219af20754fb037a1d48d0b633dfeb9c913922f2d0ded12cc579ae54
W2367621289,11,2005,en,0.9150673151016235,20314e5ca13ded49b5312e89a4c6f88c16773d806811ced250354493c0324c77
W2733999977,27,2015,en,0.9537140130996704,5051d9fe224d58a31ed2fe475d4417d42fe8abbdf7db9bb941d22a583d5da14e
W2162309118,32,2000,en,0.8160449266433716,be59a42c6b21f8991c298c54c8d9c6d69981ea56b21690601bed10923c217a9e
W2898620040,27,2015,en,0.9519441723823547,69d98d41b06b89cd1f2d4927ec3ec0ec44b4f0f8c92cfde1159a4b776e67e433
W2099964971,23,2000,en,0.9455821514129639,8f50dfd837cc2aebe83a137d56d845cf31055d5e6910f1a6696b745d2e98b7ad
W3211263899,23,2020,en,0.921471118927002,ea8ca20bf2dee929ad90db053d60d28c5b58e4ae628ee9fafcf6fe1d38a31884
W2895019589,35,2015,en,0.9069394469261169,8180b92245145006fd143870830c61666065e65d2c630e51ba532aa9033aef80
W2943643706,24,2015,en,0.939162015914917,2f187a793df25346778bca80dfa8636a34801ce3d1e6c68fa79e6251b000be90
W3190473504,32,2020,en,0.9613205194473267,cb28bb6fb95ce0cad12994224d009ebe21b7c6835e42712ed303cf699bd5d77e
W4386250352,22,2020,en,0.9366015791893005,d39ef76933311c40de7a19089593adca29e6ddff0d311612f29ce48fa58820bc
W2076449840,13,2010,en,0.9323132634162903,9f704ff4d86de8c91cfe0a9b8f3c8b70c3cefc54ed4dac1bbfde00e32935b60c
W4380302255,27,2020,en,0.9426490664482117,a785e484431159aab3c84e6a58ab8200ef971f8f8196ae91189089b1a44120cb
W2767037028,13,2015,en,0.890707790851593,9647dc7f27d86eb3ed85ae08f2596248b1c006628a02ff430bfededd8b1b4f90
W1841246354,27,2000,en,0.9275574684143066,698d2e334cdbf809e7164c11e1266184d269a2617cc2c250ce3abb52e6cede8b
W2103874450,22,2005,en,0.8955562114715576,6501e8020f09ac41d64bab1dfac0b172c2140a24bc95b74114fd2538c5a540c6
W4300698874,33,2010,en,0.9799971580505371,aaa2b09cca136e2e651561926b66a2a2c93d133d869693e1d4d6568f3c7b4c64
W4213384797,28,2020,en,0.9175096750259399,b5b4ae16afc188b0c3929e6c165be076ddcd42a41964cbf70d46f047e2f49aa8
W4210749678,33,2020,en,0.9569587707519531,afaac6a2811fc8b881e17504b4f081818bb703935026bffee27190babef96fcd
W4400113202,17,2020,en,0.9161992073059082,c30445f8d484b54f5592fcd5b030260579ff700049ef2b426be75b7dc6b87ac0
W2107323053,23,2005,en,0.930011510848999,562754d757153b762568aefb750728dcbd1d671043daa0cdf42b774509bc6581
W2795118523,28,2015,en,0.8394398093223572,85bb2a3915eb4465d0f1f3e6867954d92f6036283e48a89380238784bfc7693c
W3091669665,24,2020,en,0.9368230700492859,635f0f940921aa70b0634bdfe0b9063e3cf087907b57d0a8d6456b1dce31171f
W2771510995,23,2010,en,0.976556122303009,e218239bf9bb7db1dd091cf2d3e405fb89e4eb3871c9acb2ea826685dadc23de
W3027485193,31,2010,en,0.9293798804283142,d299e7f0ebc04d20af991cd6240839643a9cc7ca3cc99494c5a45a9e7c042a13
W2154331672,33,2000,en,0.9391834139823914,b4570ecb876150eb00b44d8470197f94e504159cdd8ee597a221de86d61167c5
W3146493265,20,2000,en,0.9364787340164185,81a56edcd314483a6b76cdfe932424f1c23cd1dc1af515adb7f022f055846800
W2461666566,20,2010,en,0.9460094571113586,ba16099d90ab94853da2134683bd7d362371c94b3a5270f594456253b8f37868
W2983639332,32,2015,en,0.9628085494041443,2f4743c02467f8c74360606facb32f920d798cb54fddbf4d8fea97d236bb126a
W4381685592,22,2020,en,0.9179561138153076,6bc23084f7f21cbd23ed9709dd25d2158f97a6bdf84421367181474cdaee0df2
W2094500637,22,2010,en,0.9309379458427429,33d1644a26dcc3dd806039b6bff623d67273e43cd2d24efe6685f2875ff3f07f
W3115144608,12,2020,en,0.9469231963157654,35bbc8e79a751723b4de11f83a44238b82ed22a438d5a1e9ec64c6ef5f37bd7c
W2682660177,17,2010,en,0.9507884979248047,517873674cc3a905b65016853e48f40b285c1fb3579c98bdfd88deea3d2983dc
W806123039,22,2020,en,0.894829273223877,d727917a1f0cb606e1e8569887ef8645bf2f4dbcc6e24396eac3ab9344f40247
W3154016319,27,2020,en,0.9459313750267029,24c9580516945c644e803ceba89f43455a2de97ca8d18c3ac4b3a5ae01ea7474
W2365663095,20,2000,en,0.9579842686653137,35d20320b29f356d365f0249cd859c8ee60fa924f1c42514dde8ff5287caaa1d
W3150225614,12,2020,en,0.9111851453781128,c4a42bb65e5d44b3ae3f741b2b19a6702af476ca0a0b883cc888ba5f5da5d7fa
W2127458960,28,2010,en,0.9610490202903748,5c9cbd32e550a16a9218122df9ad768c10e4c43899897772ba28c5a07e1f8bcf
W2360467137,22,2010,en,0.8582167029380798,addf81651895ea47d7e945d4fcd2988c14c9df742d4cdea9f475c8014c4356f7
W1976457859,25,2005,en,0.9252251386642456,b73f6b106adea844056f5ab2260ff5faafd8792cf60110e1c9824dc79d992028
W3081941308,14,2020,en,0.9565893411636353,87d986ef086b88de1aaf77e2e1d8b57e2a9a382bd159fe398e33b1d5c56d6464
W3208041177,18,2020,en,0.9372875094413757,6eeea9b188e295799b5ff28a1bf6fe2af32a9e8a7f86f8820b9717097985820c
W3203942378,15,2020,en,0.9567921757698059,1b249dd9713115361711155326f8f7a1f71665b70cddc45442a6c3377b208b0f
W1967762628,31,2000,en,0.8947966694831848,e05b7d3809fbc5d96342983ff7f31265fcf5cf64f67b4bd53cf5791915fa278d
W4402895343,33,2020,en,0.9362884163856506,e40c4adb9eb24982aa526d46385b718c67e5f8f02f543a9ae087e3006fa2285e
W4205549164,22,2015,en,0.9530772566795349,8135ab3544aa7e050007d176bfae50b0929a6b317005f9c83d1599bda5fa46d6
W4361294629,23,2020,en,0.8736591339111328,5ed8ca671ba82b17c56e5534cf36b746072078487684634a0d6af1f0d0a2f243
W2037623347,27,2005,en,0.9016827344894409,0be8cdf07f7ed075b68e2f38c43e4610c3035a201f0e323dde6231eac0ab7de4
W3013632761,24,2020,en,0.9443206787109375,ecac3b43ca76fe7e93d93ae96b972ba101f47e36d00102836881645aa53a2397
W4213103360,13,2020,en,0.9334386587142944,13ad3f1f5389a8e3dabd8d49c313e7aaff08314f901804cace50f0428f2bc72f
W2391226229,25,2010,en,0.9574026465415955,fe93b4785481d257a122418bfde9104f7ba9c69bf64f996fae2f6a6ee2a10290
W2598143989,32,2015,en,0.9104569554328918,5a8c41bfd16a0bab8300750adbe27c8be7d3c4c27a1a782d439b605d8b02014c
W2754633046,11,2015,uk,0.999119758605957,241b524b981c309d178bbb06e9ec2f35d0f9be585a8261e2e5b71a147f2a9190
W3003953259,33,2020,en,0.9314464330673218,9bbda3b34bce0ad26efd6d8ea9d68a1f9fc26556955540dc01e0031ac64077a5
W2054908678,25,2010,en,0.903336763381958,866130a9d3f4118f5b811cf8d44931bcee1374d5ab1f29097f1cb96dd5b2be30
W2995333713,19,2015,en,0.9053875803947449,45f02b8fdf9072215d5e3abe422172412eace969e38cfc48be100b3e640df678
W4297820704,11,2020,en,0.9123272895812988,a6aeb512f04b488a8b9260e14da5bb9b1f8ae342f4ce1fa1ac111ea88e274591
W4289946868,27,2020,en,0.9829256534576416,4edd81fcaa3dd40600e3ab266104aaa9b71b284b5fcdc3f53f4c768dbc615898
W2093038588,19,2010,en,0.9262366890907288,7c83f45e37056dd2a85b3e9ca1ca6ab9d7c9d1a431606337d30016ff76569cb0
W2587832444,12,2015,en,0.9259708523750305,69bbe0f854f6b4f2d0c05d2633400ba07743a2ae934e02b1f575e1685b48f9ee
W2359105074,26,2005,en,0.9070735573768616,652b9b8ac38173b76e05cc29eac6013531c9032dcc674d01da9b5a7667680ae7
W4406470441,11,2020,en,0.9007473587989807,ba803db6546577c679f3ae5770eddb5fa0637930dec97866b546676213f86744
W4405111807,13,2020,en,0.9419627785682678,6c5ad3a78df005ffe3634ac9c9114cef7990d9cf7895d96734c7bab08bcaa8da
W2110236153,27,2010,en,0.9468404650688171,f0b2fbb46143af511e28313dc8ccf64608831c6adec12546c8bc119aa3cfff05
W2398502167,22,2015,en,0.9574798345565796,83729754e5fb3f2651e06ae7948a5d50e0edb09631ac4bf4219597ed6c40809c
W2371063588,13,2005,en,0.9112808704376221,9179762b27578bbc1b80d3d0eb1df7bd3e7210528fbf9ef7c029237bb3c319a1
W2622428713,29,2015,en,0.9763015508651733,c4f9b10e80b54dd6975614f2a0bdc0d399e86bd854a184ade37971e789431fcc
W849760415,17,2010,en,0.9251964092254639,6b7e78ce9ea3b6f876b38dc455e6b0cb9eb03be5802b0aff5296d9bc0910f11b
W2006314678,16,2000,en,0.8918728232383728,5a0efdc5a3b2fc93e8d36b8dee3064fa74bf0fa9db3dd75d8d143e363f95f5db
W4302408896,27,2010,en,0.8795258402824402,915d36cb765c6853bec3658bc8abb2c70767f6f2a8670dafeb275e57d7a4747d
W2351183098,14,2000,en,0.9562640190124512,b651fd5014b8cd5787e4c8c6feb9859ed69c1b743ad61169d8f33e38fc4b4cea
W2924392220,16,2015,en,0.9594801664352417,387930603e9246b6a378877d3bb2620493b51b7107e7756fd73f5cc4d9ef065d
W1995602464,27,2010,en,0.927298903465271,c48ad8c2cde771b402280b6bcc87d7fab2538e88b7a16d16ef532cfa0b84e283
W2750456496,16,2015,en,0.8943760395050049,e54a03065e67a8c3b28863204b3812331cf71ec28bb7b9c2c5ff4fdf0b63c1a1
W2088332968,22,2010,en,0.9375083446502686,3f8da2617df3d53242e4e9dab6f61e1d585bcf805ad7f0ef8094bc3995ac444c
W2241672767,22,2015,en,0.944304883480072,a6fabe83dfe1e81fcebf5cde41fa2134728905c764cfa1a5da6f3079ecbc04f7
W2389519269,33,2005,en,0.9473315477371216,b21f4a4157d1886b7cacf4a4ee4cc0d4e2397c3420ed77d510c0c6cfb24ae097
W2553542617,36,2015,en,0.9288617968559265,98ae52dfa44c74048500272eba857dec08f2d3fdc26ea047aeec77b7b41fb4a4
W7106679086,27,2020,en,0.9124202728271484,cf58026ba92b3e1031f0544432927117e043ccefc57e56757c9d06397bf14a44
W1994075619,33,2005,en,0.9538941979408264,6d73b1c2837f7779cb82d759dee3c4a3960c4c70035bda283cb1c1e27d8f6737
W4399377623,25,2020,en,0.9266762137413025,cdc6f0a81a9df16ecdd831a587705457faa783e3ab92fde1933a5838cca20cdc
W2327616835,19,2000,en,0.9267319440841675,28f75ffcfee20c1de2143c4a3b0970f8d5be855f1502298f5057bc0be1695907
W4388940034,26,2020,en,0.8931862711906433,6ac180d0fa4fbdaf1508b8cd963322f5d08e424a1994afc308311188922796e2
W2953743300,33,2015,en,0.9360836148262024,34a0abebbe8056b02f212540903c26ad7510a38879b1a3d9695544e4d79ab822
W1995166369,27,2010,en,0.8910688757896423,d8059cb1e42e689b5e20601d9ba6bfa463f279334e24c74c4bece0b37ecd3a3b
W1977477658,19,2000,en,0.9394047260284424,c2ce93d9f3c0bcc9c6bdad7e7255e41bcbc37bdfcf1d467d3549e4670709e718
W1969778737,19,2005,en,0.9034354090690613,b23a9008cdfd8cecad86ca1854fa68dfb9f5c30e776b4c0071a9acc3d9203a4b
W4302405537,33,2020,en,0.9641415476799011,3ae375b473011152400231157ba7b6a1de3d17d61c24c8126ed1c3258876336b
W4236968719,32,2000,en,0.9631174206733704,26240e76819cd27f5b9b5303cb773e4b50b1c779c824dca542013ddf4c26aaf2
W2739865894,29,2010,en,0.935656726360321,17718042325fc71a3679af2160564f2b3a7a39f4401f3b6c5cf6b7d7fbc5ee8e
W3164421760,20,2020,en,0.9360111355781555,c58a0cc29558b58b7aa6908c1a49860d7f4abeb4106e35b2546fa432c1a560e4
W4288445469,28,2020,en,0.920743465423584,764d0f718c6104af1e5d49eeed419eb4cb1fdffd27f7e3e6135083d8b3442b75
W2393233892,17,2005,en,0.8743886947631836,50bfd72ff223c23358c895475f66a6235fca783b14a92a3ebdc631a278d000c7
W2914103686,17,2015,en,0.9461712837219238,0e140e155e7a91ae2d389bd4a426ea5bc8cddeb815d91f41d259b6053313807a
W2096175680,22,2000,en,0.8955980539321899,58e65864eee11114cd18447ee57a0798f096924b0892e4c1b2d4efad621b8668
W2766387371,36,2015,en,0.9515129327774048,ca17a821f75974f307f337becbdc1a5383c2aa8a749858084118af2b2e20244d
W2114603477,27,2010,en,0.9395604133605957,d1d00d5d120ab1083636578f7087d4097fda381ff15848a39346c95c7d627632
W4401120142,11,2020,en,0.9196236729621887,d11a4e1fc49e2efdd7469b329a03669bbc504677a9b6441f0027c4a32ea63b31
W2110780427,32,2010,en,0.9569461941719055,23701cee50532f321d79469962ea23fcae233baffa207770932d770716802bcc
W2804474536,30,2015,en,0.9304654598236084,65b56784960ff5f092592f7a51f94f46e0fd709eabaf84101d13b5f417bdb4d1
W2077658363,17,2010,en,0.9002842903137207,43818f64c76289dd72b457089baa866d111be8d7cfaac63b041b0035ec628ac5
W4405458596,25,2020,en,0.769113302230835,182f274d86b6b073db2213a81ed2a09590933688215ff55ad9ed1f00fdd7e82e
W1971788830,16,2005,en,0.9161139726638794,7940b37fdad45eacf8de897694c459e5ba8e96b588fc3e435785be2f7e48d9c3
W3112147091,20,2020,en,0.9358760118484497,9321ad4e797d7d6361cec7023bc407be7c085e18a4aeee97510e460d8b07962b
W2808446163,17,2015,en,0.9132893085479736,a8d5a814929d3d2e4512de1b3899ba959d20bca9ab836b3b6965093dd3d63a24
W2325201786,27,2010,en,0.9443175196647644,5d45770416cb0e99be7700dc09a0d49f2f5ecd5dd9005e6b649d67665648d41b
W4297492343,27,2020,en,0.9574143886566162,646d9ccff3b385156af6af71125809a1b8c5ce7e6bbfd0653fc37d7a89100c58
W2106068833,27,2000,en,0.9216612577438354,aab762cd3c4a521035f98adfcd62ae9f655fe670f0fe1045a5be013178304ccc
W3146444541,27,2010,en,0.9317704439163208,1e2163e667643735180b3567b1ceb13456c7e2779b84f174e18b73c16606a533
W2989419267,27,2020,en,0.9291829466819763,8165f1c84977c8f8955e6cc8830ffff2046801c122014bc2a247e1bad262ef36
W1981204755,27,2010,en,0.9346831440925598,6155ed44c6a25389eb4bf840faea8193cc593ec8555b1a4dcee9831677324416
W1976595818,16,2010,en,0.8589578866958618,9c42688c3ba55fa7cb7c3287224b826b15c0aeda969c84c853c9bfe9debfb59c
W3190741299,27,2020,en,0.912203311920166,fdff6b2901b85e6d5e2cdc239fe75bb27a677dc617b02fb24608a8e3f2d54dbc
W2032239338,22,2010,en,0.9405339360237122,2e360aa88aae924d63dfce35c8541e21fb70335d0e723b5d9efdfb7726d42223
W2032647275,33,2010,en,0.960833728313446,14a9e430526306bc363de937a065ce678d05a2b930a585547681c2fc5dfdc623
W2394677952,26,2015,en,0.9379953742027283,3f047791ca7d61ce79a7fd7fa3207ea82c70d768e524b4cc886b5f619289ba4f
W3073476215,22,2020,en,0.9275475144386292,06a94570055d1b88176d4f9ad8d3e6a460e54aafcb8f891c00cf89d9df549527
W2742325973,17,2015,en,0.9456555247306824,32c6975bf32bab70a2e1c6d78fe18c1d52d366d33311747b07137db1231f2368
W4321384879,27,2020,en,0.9589172601699829,b963099f7aa305125fb4ca6471787f977e09424b8bf33421bf41f3f1b4ec7007
W2048911778,11,2000,en,0.9321495890617371,5998f82571e349fd26efe14e5dccc5a5a65932b0d2acdb3a209fd171793441a7
W2088806190,27,2010,en,0.899992823600769,d5147f6b4653a17929d96c157a3d096b844ddaea25765efd3dd14fc4ecab1b11
W2738159827,36,2015,en,0.957280158996582,6ba8a0976a326ceff35098786c9927b90b2bbde42c5404f4467688ab3540e6cb
W3012365859,27,2020,en,0.9458426237106323,1862e3c8e66b724137ff1477c670f158265f37914c58b529bc552ac5e2842878
W4376635661,36,2015,en,0.9639912247657776,b33e8938bffa43a8d194159e846976c7dea63f4c5064278666cead1b8c9c6f5b
W2171647417,25,2005,en,0.9071682691574097,ead1e4da1487c32024b1aafaa58015635b3b16a25ed7f0800c443a010b338210
W2061685788,35,2005,en,0.9657672047615051,4cd08b31985d7ebb9c3112bee4f9221839d904d78196b87c25fa5157a9c1b776
W2988333390,23,2015,en,0.9239957332611084,fc122546f1e31eb22acfad56f37fa86a971606a98d1d2e62cea0c1b041bd6826
W4233260819,33,2015,en,0.9707604050636292,5531d78247c102176d61ef48b6bace943d687d2a1caba81ca7485786093749dc
W3175466022,18,2020,en,0.9515714645385742,904e94d060590516ce842dc9e1e4749247fc25045b8cc6d5a033c5e374c5da4c
W2576908309,27,2005,en,0.9436098337173462,ddeb153325e81ee2d984172e2c3af664bf50a414f30ecb41db4b28f5b8f53827
W2735600738,22,2015,en,0.9346941113471985,f8b9b5d87c01050aa18cc6271ea7d06b0cc9e9f2491e0e06b45de93843c94225
W7135596896,33,2010,en,0.9383006691932678,f4777a8923bd6cfcf7ead6d1adb3e12d1c9b3ee2573234d530fc45a0e20d56c9
W2803322319,21,2015,en,0.9332501292228699,8188186ee546852da416e86b33d1c97989a088284d725d27bb6c0276d697d172
W7204985580,33,2020,en,0.9124549627304077,76e09cc35e0c2415d11605581f24ecc6a70ea16e49e02e49734006da37464b36
W1974764778,13,2005,en,0.9712556600570679,3ef92d7696e52e61e6334a9862aeca5a79c02496b653e8e051b7ed5dfb9f5b92
W4393069156,22,2020,en,0.9422680735588074,297336982c8f3832f392972767b19df0480563e4ea04c962ef0c90658ac0fcdd
W2956141080,17,2015,en,0.9558104872703552,1ba13c191b652c41df44de92c999b15dcf9614a12184e7db6bd86e3cb9d30006
W2583367536,27,2015,en,0.9106924533843994,6c47ebea4bdc9df807c75a90beb43a59bfac39bd9697e872c0668bc84a95d3a5
W4380185901,17,2020,en,0.9591432213783264,20ac523a8b59db9328dae2f2cae519c79face8898e13c5b154e6c6bbd836520f
W4404590633,26,2020,en,0.9625205993652344,dc5ab1164c8526ace55251f7f1a19e40a903ce3e398ce2bebae87951cf7eaf64
W4221131803,23,2020,en,0.9039006233215332,13aaa9622d6be0407da758b75d4aa1f7517ea3b9230b14d6f07c0552ff6d73b9
W3217802632,17,2020,en,0.9453033804893494,6a461727fc95327903d41cfb8719df29ba9dedd8458eb3dfa704fa0d542b404a
W1993640273,22,2010,en,0.9347743988037109,b573cb17b87e65943ed25ae5bc26fafcd9f60175c271a65d5a2af9c7fdf15b87
W2015128445,27,2010,en,0.8906526565551758,58452293dd7f2434eb77f0a919e299c0fdacd164c34e7e255dd24b14404bf183
W4311200105,23,2020,en,0.9622266888618469,ec5b79919400d807a13f36d831532596557a72454b470d8e7d532b2ed1202d25
W2111423296,22,2005,en,0.9101576209068298,292732e0700fda49f38048c2cbb460efab222f3787dada1c8de8dcc97cc8cf62
W2046859844,32,2000,en,0.9632183909416199,2c4030ed521c861690bf5bf7fe8202eecf5163ed1fdfb328e501124da7bd31ff
W2365040056,12,2005,en,0.938233494758606,96a797802e7137bca7e14116f1abefd1d1c9d44abe56f1d48b2b73301eef194a
W2085863061,36,2000,en,0.9190772771835327,c8bb839021a8174de6180b34ce7ce943aab75cbf7f83f6af2498e94fe7491ffd
W1526189538,20,2010,en,0.9054924249649048,fb343c01940a91192dda7a313643174163025d2d7b703a1270174614c64c321e
W2148175901,17,2000,en,0.9060276746749878,f404542c88e042df8138030183fd980f832e86f406a73b13854e7017f601da3a
W2056185322,23,2010,en,0.9532400965690613,1f0836928f8c3f6db51355fe652a4466470b0a0d1dc2043bc22c4a558904b259
W2202207223,23,2005,en,0.8978942632675171,e7ebfd3ba819840633d487859f9fa4b4b2f894d7e6ac22bf055c68745f715861
W1978246685,28,2005,en,0.9548735618591309,89353385175b74651fc2757396a6f12e356bb219d7df254d00f042f969c94236
W1539409574,33,2010,en,0.9762043952941895,82013650cada0b0e4da3d36b5e14cc97e9961e34b9d870e6d707ea30f5bf7004
W2790512611,27,2015,en,0.9117045402526855,f706ebd1912556fc98c2a45d07fc8bf8b3fe5d9d8e48db594fe21ad914ba9dad
W4321088355,23,2020,en,0.9197643399238586,d676af7dd146df09fddadb50094a4e68a141ea09356b15722b0983d5b6e70cb8
W4299654316,16,2010,en,0.9316674470901489,abfd9840f8e7c5ba8495c1cb053ce81e7c964ce673eabfe40f0d820cd1ba51c6
W3210185816,12,2020,en,0.9626836180686951,6ea1ee70f9319ac5420852dc8b6546bcece9f13af164106fb8c2e65bb14e6ea9
W2079720952,22,2000,en,0.8725041151046753,b43a08c047221ad58e0158adb58a71cb8905c2745fad6153b681b39097c52f86
W1923576985,23,2000,en,0.9360121488571167,ed6886e6fbb1008349e78516c7829c48a77a12129a0ed73d8ba2827878e62a56
W1992961935,22,2005,en,0.9173029661178589,d5d660b32d1a93b05c1b7cebbf7a30a1f2f396f9abbd97982ffc70610ca0bb8a
W2887545151,27,2015,en,0.8977951407432556,984e5e38aed9006881e47b1b2f7bc67cf88dde27bf708d86961cb181b17f23e8
W2364541405,27,2005,en,0.9182979464530945,82d76747a50f2d1093a5a8016b90243f193e4c91ad95e37a0746ab646615deb5
W4402198844,22,2020,en,0.9603539705276489,7c49cca66bb00ee663ebfe8bdd69e0dd58170650ff05e82a090d4d0508a1f010
W4388655232,25,2020,en,0.9121958613395691,af4092a6d47597f4843157f0c8d1cc006f44e2eafbf06fd5db4a8ef737dd300b
W2088181152,17,2010,en,0.9726067185401917,c9534deb432b37285140d7e741614c06140d77b1d01ade10ea50523f7cfe464b
W2624983790,36,2015,en,0.9450259208679199,7bd24258a7f954e926be917db4065f2f5c52b8786c69d7abe8b964129b311dfa
W2324405045,22,2015,en,0.9247958660125732,dd4293e50b3fe4e497b81a84a138b34b105108c131165b78eb23454f5bc11570
W2041248208,22,2010,en,0.948329746723175,c6ddc2a50a85e9eee08c0bcf77b6fe6daeb5e4e3f2c40a7d0495515d616106d7
W2386552186,27,2000,en,0.9634642004966736,82619409221deac41722bc6b4865b67e68ecff0596877bf9cde9059520f6a878
W2336362545,36,2015,en,0.9554589986801147,801141b6eb967be351baa2a2495ce73083dd33c64b0c3a380b7f8146843e9e53
W2013443096,26,2010,en,0.9345450401306152,5f2d138f4f89103aa06ae3f4c7d7ed7ac388d27c69ebe7913dce4b110b1b9a51
W2078009198,24,2005,en,0.9476779103279114,0debd652a0cc46fb37a3f9c4cd2c6d0dd56f46fcf3be7f5474290c0894afcb69
W4366087028,22,2020,en,0.8848706483840942,cc3ca1859c00c6eec8c1d7721fd950e26abcb2c6979423ccbfe7639a645dcb9c
W4238785868,22,2010,en,0.9571568965911865,86a061ddb8a1b072176924c2076e7d79a0e3bf17484cfb4bb08c15202af9fbe4
W7154797997,11,2020,en,0.9578171372413635,d2a49b69e5dbd2cebab4a237ee0adfe728fb38a9ffc4043d6a8b3f076ad11206
W4285152137,14,2020,en,0.924611508846283,a73849885f62c2eaa6c524d93f237b08c55ccc0ee9c9b5578e533301bd04b3e2
W3000257066,31,2000,en,0.9539698958396912,22cdb2327cc41ebfc467280be27f4df85f57b0d286c7e12e1cbd298848044e0a
W4309156503,22,2020,en,0.9390097856521606,e2401651a76c7ac71441a335b6e7724578cd8c12bb92803ae674935bd657c75a
W1493492115,22,2005,en,0.893314778804779,b73fd222dadf2571d30a85b0a888d77486faa6dc7749b412ea3c5fea730b1748
W2114014205,17,2010,en,0.9190462231636047,afbca8e9b7c3b697c731be06f28432e8ddfcd8bb0b919d8e7a1def44ab07de97
W4226496731,33,2020,en,0.9231730103492737,fb3ea3a4c2de7a058f48e19afe1fc720705ae2c81ec7553dc20849696f274164
W1584962384,27,2015,en,0.9616734385490417,0a6af4876a60eae9e5d34bdb1638aeb91f29077503526f601c72ddbc026f792c
W2998750807,23,2020,en,0.9118942022323608,655d3f5db50c02bf6c272776b7341b8acb6af9858a440f542e0212fcc62e3a65
W2605885203,22,2015,en,0.9253913164138794,16d4f7e857bed87aff025de286caafb1e3a99e9d4331fd40da9a669cfb872105
W3103925337,22,2020,en,0.8797548413276672,c6ab06105e421ff5fb1ec3106f40797d6359f42f49cc630f0e4c1bd25300268d
W2383793061,26,2000,en,0.8945961594581604,018d483a37121900b4e63265317f6f9daebd2df6696d5da9c1a0c31d04e5d494
W4405011509,17,2020,en,0.9087276458740234,c7cda804c54e98b3eb9b1825c2a80db40deeb8dd77098bcda35238f2131bc4cd
