tail,row_index,subfield_id,field_id,period_start,scope,k,mean_over_repeats,min_over_repeats,max_over_repeats,repeats,work_id,field_display_name,subfield_display_name,range_over_repeats
lower,203677,2311,23,2010,subfield,25,0.2512,0.2231111111111111,0.2871111111111111,10,W2382344120,Environmental Science,Waste Management and Disposal,0.064
lower,235950,2303,23,2010,subfield,25,0.25164444444444445,0.22488888888888886,0.272,10,W4231242253,Environmental Science,Ecology,0.04711111111111116
lower,53619,2507,25,2000,subfield,25,0.2517333333333333,0.22133333333333333,0.27466666666666667,10,W2749981654,Materials Science,Polymers and Plastics,0.053333333333333344
lower,459294,2922,29,2000,subfield,25,0.25271111111111105,0.22666666666666668,0.27644444444444444,10,W2275659427,Nursing,Research and Theory,0.049777777777777754
lower,385377,2312,23,2010,subfield,25,0.25279999999999997,0.2142222222222222,0.2808888888888889,10,W2134605694,Environmental Science,Water Science and Technology,0.06666666666666671
lower,339276,1408,14,2015,subfield,25,0.2528,0.21155555555555555,0.3217777777777778,10,W2477938484,"Business, Management and Accounting",Strategy and Management,0.11022222222222222
lower,242520,1205,12,2005,subfield,25,0.25351111111111113,0.24266666666666667,0.2648888888888889,10,W2028113595,Arts and Humanities,Classics,0.022222222222222227
lower,325619,1205,12,2015,subfield,25,0.25386666666666663,0.24711111111111111,0.2648888888888889,10,W2922480029,Arts and Humanities,Classics,0.01777777777777778
lower,151075,2205,22,2010,subfield,25,0.2544888888888889,0.21511111111111114,0.29600000000000004,10,W797319653,Engineering,Civil and Structural Engineering,0.0808888888888889
lower,329824,1205,12,2020,subfield,25,0.25457777777777774,0.24355555555555555,0.2631111111111111,10,W3110667008,Arts and Humanities,Classics,0.01955555555555552
lower,50336,3316,33,2010,subfield,25,0.2547555555555555,0.22133333333333333,0.30844444444444447,10,W2259759623,Social Sciences,Cultural Studies,0.08711111111111114
lower,380024,1213,12,2020,subfield,25,0.25493333333333335,0.22666666666666668,0.2782222222222222,10,W4390005530,Arts and Humanities,Visual Arts and Performing Arts,0.05155555555555552
lower,427905,1902,19,2015,subfield,25,0.2550222222222222,0.2142222222222222,0.312,10,W2398868129,Earth and Planetary Sciences,Atmospheric Science,0.0977777777777778
lower,312412,2706,27,2015,subfield,25,0.2566222222222222,0.22755555555555557,0.28,10,W4251869202,Medicine,Critical Care and Intensive Care Medicine,0.05244444444444446
lower,41972,1209,12,2015,subfield,25,0.25688888888888883,0.21955555555555556,0.2773333333333333,10,W2567124956,Arts and Humanities,Museology,0.05777777777777776
lower,118614,1209,12,2005,subfield,25,0.2576888888888889,0.22399999999999998,0.29600000000000004,10,W2681652055,Arts and Humanities,Museology,0.07200000000000006
lower,447882,2612,26,2000,subfield,25,0.25857777777777774,0.23377777777777775,0.2995555555555556,10,W81451664,Mathematics,Numerical Analysis,0.06577777777777782
lower,400646,1207,12,2000,subfield,25,0.25902222222222226,0.2257777777777778,0.2808888888888889,10,W2160654776,Arts and Humanities,History and Philosophy of Science,0.05511111111111111
lower,433409,2100,21,2005,subfield,25,0.2592,0.2177777777777778,0.2986666666666667,10,W2903245413,Energy,General Energy,0.0808888888888889
lower,432101,2100,21,2000,subfield,25,0.2594666666666666,0.23022222222222222,0.2808888888888889,10,W2176288450,Energy,General Energy,0.05066666666666669
lower,242113,2735,27,2015,subfield,25,0.26000000000000006,0.23022222222222222,0.2808888888888889,10,W4253144519,Medicine,"Pediatrics, Perinatology and Child Health",0.05066666666666669
lower,82407,1109,11,2015,subfield,25,0.2612444444444445,0.23555555555555557,0.2942222222222222,10,W2584515438,Agricultural and Biological Sciences,Insect Science,0.058666666666666645
lower,157057,1210,12,2005,subfield,25,0.2613333333333333,0.2311111111111111,0.2995555555555556,10,W183631785,Arts and Humanities,Music,0.06844444444444447
lower,71390,2716,27,2005,subfield,25,0.2623111111111111,0.24355555555555555,0.2826666666666667,10,W1965406118,Medicine,Genetics,0.039111111111111124
lower,361768,1212,12,2005,subfield,25,0.26266666666666666,0.23644444444444446,0.2826666666666667,10,W1980937383,Arts and Humanities,Religious studies,0.04622222222222222
lower,16417,1304,13,2000,subfield,25,0.2627555555555555,0.21155555555555555,0.30844444444444447,10,W607358981,"Biochemistry, Genetics and Molecular Biology",Biophysics,0.09688888888888891
lower,58533,2402,24,2015,subfield,25,0.26364444444444446,0.23555555555555557,0.2871111111111111,10,W4241476187,Immunology and Microbiology,Applied Microbiology and Biotechnology,0.05155555555555552
upper,187934,1706,17,2015,subfield,25,0.7114666666666667,0.6248888888888888,0.76,10,W2101637528,Computer Science,Computer Science Applications,0.13511111111111118
upper,403929,1404,14,2005,subfield,25,0.7135999999999999,0.6008888888888889,0.7742222222222221,10,W2256176045,"Business, Management and Accounting",Management Information Systems,0.17333333333333323
upper,198611,3305,33,2020,subfield,25,0.7143111111111111,0.664,0.7635555555555555,10,W4402498825,Social Sciences,"Geography, Planning and Development",0.09955555555555551
upper,289502,2211,22,2005,subfield,25,0.7144,0.6773333333333333,0.7635555555555555,10,W2356973957,Engineering,Mechanics of Materials,0.0862222222222222
upper,272980,2604,26,2015,subfield,25,0.7147555555555556,0.6675555555555556,0.7528888888888889,10,W2205747094,Mathematics,Applied Mathematics,0.08533333333333337
upper,242469,2307,23,2010,subfield,25,0.7152000000000001,0.6711111111111111,0.7484444444444445,10,W2382283514,Environmental Science,"Health, Toxicology and Mutagenesis",0.07733333333333337
upper,469848,3005,30,2005,subfield,25,0.7157333333333333,0.648,0.8017777777777778,10,W2134071192,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,0.1537777777777778
upper,363911,3103,31,2020,subfield,25,0.7169777777777777,0.6728888888888889,0.768,10,W3083656519,Physics and Astronomy,Astronomy and Astrophysics,0.09511111111111115
upper,406990,1507,15,2005,subfield,25,0.7170666666666666,0.664888888888889,0.7928888888888889,10,W2026330168,Chemical Engineering,Fluid Flow and Transfer Processes,0.1279999999999999
upper,180867,2306,23,2015,subfield,25,0.7183111111111111,0.6737777777777778,0.76,10,W2594431426,Environmental Science,Global and Planetary Change,0.0862222222222222
upper,108331,2503,25,2010,subfield,25,0.718488888888889,0.6915555555555555,0.7653333333333333,10,W967089780,Materials Science,Ceramics and Composites,0.07377777777777783
upper,456255,2808,28,2010,subfield,25,0.7198222222222221,0.6533333333333333,0.8071111111111111,10,W2102917657,Neuroscience,Neurology,0.1537777777777778
upper,432370,2105,21,2000,subfield,25,0.7199111111111112,0.6586666666666666,0.7813333333333334,10,W2151361274,Energy,"Renewable Energy, Sustainability and the Environment",0.12266666666666681
upper,499642,3616,36,2010,subfield,25,0.7202666666666667,0.7031111111111111,0.7573333333333333,10,W128252535,Health Professions,Speech and Hearing,0.05422222222222217
upper,463283,2916,29,2015,subfield,25,0.7208000000000001,0.6524444444444444,0.7875555555555556,10,W1507370846,Nursing,Nutrition and Dietetics,0.13511111111111118
upper,47525,2202,22,2020,subfield,25,0.7213333333333333,0.6613333333333334,0.7822222222222223,10,W3112790553,Engineering,Aerospace Engineering,0.12088888888888882
upper,76684,2717,27,2015,subfield,25,0.7223111111111111,0.6791111111111111,0.7440000000000001,10,W2793344804,Medicine,Geriatrics and Gerontology,0.064888888888889
upper,436195,2105,21,2010,subfield,25,0.7301333333333334,0.6728888888888889,0.8177777777777777,10,W2005197453,Energy,"Renewable Energy, Sustainability and the Environment",0.14488888888888884
upper,428358,2003,20,2000,subfield,25,0.7303111111111111,0.6942222222222222,0.76,10,W2180071254,"Economics, Econometrics and Finance",Finance,0.06577777777777782
upper,209479,3317,33,2010,subfield,25,0.7312888888888889,0.7013333333333334,0.7973333333333333,10,W2380087234,Social Sciences,Demography,0.09599999999999997
upper,84424,1105,11,2015,subfield,25,0.7327999999999999,0.6871111111111111,0.7697777777777778,10,W4205375891,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",0.08266666666666667
upper,191440,2202,22,2020,subfield,25,0.7350222222222222,0.6897777777777777,0.7857777777777778,10,W4406658867,Engineering,Aerospace Engineering,0.09600000000000009
upper,471476,3003,30,2010,subfield,25,0.735111111111111,0.6737777777777778,0.7955555555555556,10,W2566237706,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.12177777777777776
upper,244615,1704,17,2010,subfield,25,0.7368888888888889,0.6462222222222223,0.8124444444444444,10,W2089927779,Computer Science,Computer Graphics and Computer-Aided Design,0.16622222222222216
upper,304075,2215,22,2005,subfield,25,0.7383111111111111,0.7075555555555556,0.7946666666666666,10,W2108937177,Engineering,Building and Construction,0.08711111111111103
upper,80405,1910,19,2020,subfield,25,0.7404444444444443,0.6791111111111111,0.7795555555555554,10,W4386764632,Earth and Planetary Sciences,Oceanography,0.10044444444444434
upper,335723,2808,28,2020,subfield,25,0.7414222222222222,0.6408888888888888,0.8044444444444444,10,W4385569539,Neuroscience,Neurology,0.16355555555555557
upper,415618,1604,16,2005,subfield,25,0.7417777777777779,0.695111111111111,0.7982222222222223,10,W345062474,Chemistry,Inorganic Chemistry,0.10311111111111126
upper,398924,3616,36,2020,subfield,25,0.7489777777777777,0.6942222222222222,0.784888888888889,10,W4401150469,Health Professions,Speech and Hearing,0.09066666666666678
upper,468839,3005,30,2005,subfield,25,0.7521777777777777,0.6915555555555555,0.7955555555555556,10,W2949173227,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,0.10400000000000009
upper,421695,1800,18,2010,subfield,25,0.7552888888888889,0.7297777777777777,0.7822222222222223,10,W2378220485,Decision Sciences,General Decision Sciences,0.052444444444444516
upper,437775,2105,21,2015,subfield,25,0.7553777777777777,0.68,0.8097777777777777,10,W1583962162,Energy,"Renewable Energy, Sustainability and the Environment",0.12977777777777766
upper,402665,1404,14,2000,subfield,25,0.7561777777777777,0.6613333333333334,0.8053333333333333,10,W2165152698,"Business, Management and Accounting",Management Information Systems,0.1439999999999999
upper,193487,2717,27,2015,subfield,25,0.7562666666666666,0.7288888888888888,0.8079999999999999,10,W2975212978,Medicine,Geriatrics and Gerontology,0.07911111111111113
upper,267066,3305,33,2020,subfield,25,0.7567111111111112,0.7048888888888889,0.8044444444444444,10,W4318537775,Social Sciences,"Geography, Planning and Development",0.09955555555555551
upper,344590,2211,22,2005,subfield,25,0.7595555555555555,0.6942222222222222,0.8435555555555555,10,W2012363421,Engineering,Mechanics of Materials,0.14933333333333332
upper,202613,2213,22,2010,subfield,25,0.7642666666666668,0.7084444444444444,0.8515555555555555,10,W2081778888,Engineering,"Safety, Risk, Reliability and Quality",0.14311111111111108
upper,240037,2213,22,2015,subfield,25,0.7649777777777776,0.7040000000000001,0.8222222222222223,10,W2767433139,Engineering,"Safety, Risk, Reliability and Quality",0.11822222222222223
upper,11122,1800,18,2005,subfield,25,0.7653333333333333,0.7333333333333333,0.7902222222222223,10,W2365856212,Decision Sciences,General Decision Sciences,0.05688888888888899
upper,418941,1800,18,2000,subfield,25,0.7688,0.7466666666666667,0.7884444444444445,10,W2359252036,Decision Sciences,General Decision Sciences,0.0417777777777778
upper,57172,3305,33,2015,subfield,25,0.7711111111111111,0.696,0.8240000000000001,10,W2761367639,Social Sciences,"Geography, Planning and Development",0.1280000000000001
upper,421902,1800,18,2010,subfield,25,0.7734222222222222,0.7404444444444445,0.8008888888888889,10,W2087437782,Decision Sciences,General Decision Sciences,0.06044444444444441
upper,452245,2604,26,2015,subfield,25,0.7779555555555555,0.6657777777777778,0.856,10,W2914964312,Mathematics,Applied Mathematics,0.19022222222222218
upper,158371,2607,26,2020,subfield,25,0.7817777777777778,0.7404444444444445,0.8240000000000001,10,W3107610255,Mathematics,Discrete Mathematics and Combinatorics,0.0835555555555556
upper,115771,3311,33,2010,subfield,25,0.782488888888889,0.7208888888888889,0.8328888888888889,10,W2252942328,Social Sciences,Safety Research,0.11199999999999999
upper,13360,2604,26,2000,subfield,25,0.7843555555555555,0.6426666666666666,0.84,10,W2367423819,Mathematics,Applied Mathematics,0.19733333333333336
upper,292167,2717,27,2010,subfield,25,0.7926222222222222,0.7671111111111111,0.8240000000000001,10,W2022976570,Medicine,Geriatrics and Gerontology,0.05688888888888899
upper,324608,2717,27,2015,subfield,25,0.8027555555555554,0.7671111111111111,0.8453333333333333,10,W2728979721,Medicine,Geriatrics and Gerontology,0.07822222222222219
upper,452340,2604,26,2015,subfield,25,0.8409777777777778,0.7511111111111112,0.8737777777777778,10,W2998141762,Mathematics,Applied Mathematics,0.12266666666666659
upper,308665,2604,26,2020,subfield,25,0.8430222222222221,0.6844444444444444,0.8959999999999999,10,W4401753776,Mathematics,Applied Mathematics,0.2115555555555555
lower,257552,1306,13,2005,field,25,0.17377777777777778,0.1511111111111111,0.2,10,W2810656677,"Biochemistry, Genetics and Molecular Biology",Cancer Research,0.0488888888888889
lower,18119,1213,12,2015,field,25,0.18977777777777777,0.16444444444444442,0.20444444444444443,10,W2738073400,Arts and Humanities,Visual Arts and Performing Arts,0.04000000000000001
lower,99305,3320,33,2000,field,25,0.20453333333333332,0.1688888888888889,0.2817777777777778,10,W2011180849,Social Sciences,Political Science and International Relations,0.1128888888888889
lower,310735,1213,12,2015,field,25,0.2153777777777778,0.19555555555555557,0.23555555555555557,10,W6994269234,Arts and Humanities,Visual Arts and Performing Arts,0.04000000000000001
lower,374935,1210,12,2020,field,25,0.21671111111111113,0.1902222222222222,0.248,10,W7134385494,Arts and Humanities,Music,0.05777777777777779
lower,161401,2741,27,2010,field,25,0.21831111111111112,0.1902222222222222,0.2568888888888889,10,W1559061787,Medicine,"Radiology, Nuclear Medicine and Imaging",0.06666666666666668
lower,296070,3305,33,2000,field,25,0.22595555555555555,0.18933333333333333,0.272,10,W4386112604,Social Sciences,"Geography, Planning and Development",0.0826666666666667
lower,339276,1408,14,2015,field,25,0.22879999999999998,0.2,0.27555555555555555,10,W2477938484,"Business, Management and Accounting",Strategy and Management,0.07555555555555554
lower,332208,3316,33,2015,field,25,0.22888888888888892,0.19555555555555557,0.272,10,W3134275606,Social Sciences,Cultural Studies,0.07644444444444445
lower,136341,1907,19,2015,field,25,0.22924444444444442,0.18044444444444444,0.2604444444444444,10,W2943440865,Earth and Planetary Sciences,Geology,0.07999999999999999
lower,307785,3314,33,2010,field,25,0.23173333333333335,0.19377777777777777,0.2613333333333333,10,W2154505761,Social Sciences,Anthropology,0.06755555555555554
lower,292700,1908,19,2000,field,25,0.23448888888888883,0.18755555555555556,0.28,10,W2369230162,Earth and Planetary Sciences,Geophysics,0.09244444444444447
lower,426940,1911,19,2005,field,25,0.2349333333333333,0.21066666666666667,0.2622222222222222,10,W2336518954,Earth and Planetary Sciences,Paleontology,0.05155555555555552
lower,147180,1706,17,2020,field,25,0.23733333333333334,0.20711111111111113,0.2737777777777778,10,W4394707714,Computer Science,Computer Science Applications,0.06666666666666665
lower,336912,1703,17,2010,field,25,0.24088888888888887,0.20177777777777778,0.272,10,W2381285849,Computer Science,Computational Theory and Mathematics,0.07022222222222224
lower,138639,1203,12,2020,field,25,0.24346666666666666,0.22044444444444444,0.2737777777777778,10,W4380837234,Arts and Humanities,Language and Linguistics,0.053333333333333344
lower,385377,2312,23,2010,field,25,0.24373333333333336,0.21511111111111114,0.26666666666666666,10,W2134605694,Environmental Science,Water Science and Technology,0.05155555555555552
lower,118601,1711,17,2000,field,25,0.244,0.2168888888888889,0.27644444444444444,10,W2402143768,Computer Science,Signal Processing,0.05955555555555553
lower,427905,1902,19,2015,field,25,0.2477333333333333,0.21066666666666667,0.29155555555555557,10,W2398868129,Earth and Planetary Sciences,Atmospheric Science,0.0808888888888889
lower,40414,2721,27,2010,field,25,0.2489777777777778,0.22755555555555557,0.26755555555555555,10,W2390215480,Medicine,Hepatology,0.03999999999999998
lower,219937,2215,22,2005,field,25,0.2503111111111111,0.19466666666666665,0.2702222222222222,10,W2737603595,Engineering,Building and Construction,0.07555555555555554
lower,16417,1304,13,2000,field,25,0.25164444444444445,0.2168888888888889,0.29244444444444445,10,W607358981,"Biochemistry, Genetics and Molecular Biology",Biophysics,0.07555555555555554
lower,13729,1403,14,2020,field,25,0.25359999999999994,0.22133333333333333,0.30133333333333334,10,W3045438031,"Business, Management and Accounting",Business and International Management,0.08000000000000002
lower,41377,1402,14,2010,field,25,0.2552,0.22844444444444445,0.28355555555555556,10,W2004639751,"Business, Management and Accounting",Accounting,0.05511111111111111
lower,137675,1906,19,2020,field,25,0.26106666666666667,0.22666666666666668,0.2906666666666667,10,W4243939049,Earth and Planetary Sciences,Geochemistry and Petrology,0.064
lower,257505,3315,33,2010,field,25,0.26151111111111114,0.23377777777777775,0.2897777777777778,10,W2015172276,Social Sciences,Communication,0.05600000000000005
lower,143572,3605,36,2010,field,25,0.26355555555555554,0.22844444444444445,0.2888888888888889,10,W1991664133,Health Professions,Health Information Management,0.06044444444444447
lower,248654,3109,31,2010,field,25,0.26364444444444446,0.2257777777777778,0.2995555555555556,10,W4211190573,Physics and Astronomy,Statistical and Nonlinear Physics,0.07377777777777778
lower,71390,2716,27,2005,field,25,0.2637333333333333,0.24444444444444444,0.3048888888888889,10,W1965406118,Medicine,Genetics,0.06044444444444444
lower,93549,2731,27,2010,field,25,0.2642666666666667,0.2391111111111111,0.30133333333333334,10,W4234898602,Medicine,Ophthalmology,0.062222222222222234
lower,374514,1910,19,2010,field,25,0.26542222222222217,0.24088888888888887,0.3111111111111111,10,W2381896841,Earth and Planetary Sciences,Oceanography,0.07022222222222224
lower,235950,2303,23,2010,field,25,0.26711111111111113,0.23733333333333334,0.30844444444444447,10,W4231242253,Environmental Science,Ecology,0.07111111111111112
lower,399080,3109,31,2015,field,25,0.26755555555555555,0.24266666666666667,0.3022222222222222,10,W1976939705,Physics and Astronomy,Statistical and Nonlinear Physics,0.059555555555555556
lower,141903,1105,11,2010,field,25,0.26808888888888893,0.23555555555555557,0.3031111111111111,10,W1997946176,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",0.06755555555555554
lower,155843,3322,33,2015,field,25,0.26835555555555557,0.2311111111111111,0.3066666666666667,10,W3194186315,Social Sciences,Urban Studies,0.0755555555555556
lower,12395,2721,27,2000,field,25,0.27093333333333336,0.23822222222222222,0.3128888888888889,10,W1973977789,Medicine,Hepatology,0.07466666666666666
lower,179036,3604,36,2020,field,25,0.27155555555555555,0.22666666666666668,0.3191111111111111,10,W4297836121,Health Professions,Emergency Medical Services,0.09244444444444444
lower,337122,3107,31,2005,field,25,0.27208888888888894,0.21600000000000003,0.304,10,W2135120829,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",0.08799999999999997
lower,45031,1203,12,2000,field,25,0.2723555555555556,0.24533333333333335,0.29600000000000004,10,W2131724693,Arts and Humanities,Language and Linguistics,0.05066666666666669
lower,338737,2003,20,2005,field,25,0.2726222222222222,0.25066666666666665,0.29333333333333333,10,W299195468,"Economics, Econometrics and Finance",Finance,0.042666666666666686
lower,254243,2202,22,2015,field,25,0.2726222222222222,0.24711111111111111,0.3057777777777778,10,W2801889278,Engineering,Aerospace Engineering,0.0586666666666667
lower,493933,3506,35,2015,field,25,0.2733333333333334,0.24444444444444444,0.29600000000000004,10,W2768586528,Dentistry,Periodontics,0.051555555555555604
lower,258778,2303,23,2015,field,25,0.2748444444444445,0.22933333333333333,0.3413333333333333,10,W2580424654,Environmental Science,Ecology,0.11199999999999999
lower,479240,3404,34,2000,field,25,0.2750222222222222,0.248,0.2995555555555556,10,W2085357777,Veterinary,Small Animals,0.05155555555555558
lower,358396,3317,33,2020,field,25,0.27555555555555555,0.21600000000000003,0.30933333333333335,10,W4386306789,Social Sciences,Demography,0.09333333333333332
lower,5750,3306,33,2020,field,25,0.27680000000000005,0.23466666666666666,0.35111111111111115,10,W4242629420,Social Sciences,Health,0.11644444444444449
lower,82407,1109,11,2015,field,25,0.2768888888888889,0.24533333333333335,0.2977777777777778,10,W2584515438,Agricultural and Biological Sciences,Insect Science,0.05244444444444446
lower,244359,3312,33,2000,field,25,0.2768888888888889,0.24977777777777777,0.3057777777777778,10,W2897570051,Social Sciences,Sociology and Political Science,0.05600000000000005
lower,312412,2706,27,2015,field,25,0.2776888888888889,0.24444444444444444,0.3066666666666667,10,W4251869202,Medicine,Critical Care and Intensive Care Medicine,0.06222222222222226
lower,210263,1213,12,2005,field,25,0.2777777777777778,0.2391111111111111,0.3075555555555556,10,W1817713680,Arts and Humanities,Visual Arts and Performing Arts,0.06844444444444447
upper,311413,2704,27,2005,field,25,0.736,0.7022222222222223,0.7546666666666667,10,W2469300614,Medicine,Biochemistry,0.052444444444444405
upper,194202,1313,13,2020,field,25,0.7363555555555557,0.6906666666666667,0.7724444444444444,10,W4386084510,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.08177777777777773
upper,266215,1313,13,2015,field,25,0.7368,0.7004444444444445,0.7857777777777778,10,W2651834759,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.08533333333333326
upper,152472,3108,31,2020,field,25,0.7399111111111111,0.6862222222222222,0.7937777777777778,10,W4392284322,Physics and Astronomy,Radiation,0.10755555555555563
upper,94632,2732,27,2015,field,25,0.7402666666666666,0.7102222222222223,0.7617777777777778,10,W2771002072,Medicine,Orthopedics and Sports Medicine,0.051555555555555466
upper,473727,3003,30,2020,field,25,0.7416888888888888,0.688,0.8320000000000001,10,W4391933323,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.14400000000000013
upper,436395,2102,21,2010,field,25,0.7422222222222222,0.6853333333333333,0.7884444444444445,10,W2044874790,Energy,Energy Engineering and Power Technology,0.10311111111111115
upper,119321,1313,13,2020,field,25,0.7434666666666667,0.6977777777777777,0.7715555555555556,10,W3172186001,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.07377777777777783
upper,422549,1800,18,2015,field,25,0.7439111111111112,0.7066666666666667,0.7653333333333333,10,W2759990828,Decision Sciences,General Decision Sciences,0.058666666666666645
upper,266020,2704,27,2020,field,25,0.7453333333333333,0.7093333333333334,0.7831111111111112,10,W4400607282,Medicine,Biochemistry,0.07377777777777783
upper,268794,3108,31,2010,field,25,0.7454222222222222,0.6924444444444444,0.7786666666666666,10,W2022920151,Physics and Astronomy,Radiation,0.0862222222222222
upper,399397,2704,27,2015,field,25,0.7457777777777778,0.7235555555555555,0.784,10,W2561643465,Medicine,Biochemistry,0.06044444444444452
upper,160120,2732,27,2015,field,25,0.7476444444444443,0.7333333333333333,0.7591111111111111,10,W2985540559,Medicine,Orthopedics and Sports Medicine,0.02577777777777779
upper,354405,1313,13,2010,field,25,0.7477333333333334,0.7217777777777777,0.7724444444444444,10,W2372452714,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.05066666666666664
upper,173364,3108,31,2010,field,25,0.7481777777777777,0.6862222222222222,0.8026666666666666,10,W1969386286,Physics and Astronomy,Radiation,0.11644444444444446
upper,469848,3005,30,2005,field,25,0.7515555555555556,0.664,0.8133333333333332,10,W2134071192,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,0.1493333333333332
upper,110900,3003,30,2020,field,25,0.7596444444444445,0.6888888888888889,0.8284444444444445,10,W3197453284,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.13955555555555565
upper,140507,2704,27,2010,field,25,0.7610666666666667,0.7146666666666667,0.7857777777777778,10,W2374663779,Medicine,Biochemistry,0.07111111111111112
upper,447652,2611,26,2000,field,25,0.7641777777777777,0.7004444444444445,0.8364444444444444,10,W2072190276,Mathematics,Modeling and Simulation,0.1359999999999999
upper,139514,2704,27,2020,field,25,0.7732444444444444,0.7377777777777778,0.8168888888888888,10,W4290610962,Medicine,Biochemistry,0.07911111111111102
upper,195627,1313,13,2010,field,25,0.7742222222222223,0.7502222222222222,0.8026666666666666,10,W2160018701,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.052444444444444405
upper,23235,3108,31,2020,field,25,0.7749333333333333,0.7137777777777778,0.8186666666666667,10,W4403225158,Physics and Astronomy,Radiation,0.10488888888888881
