metric,subfield_id,field_id,value_2000,value_2005,value_2010,value_2015,value_2020,endpoint_change,all_four_steps_increase
cka,1405,14,0.6427319717686879,0.6322635397477036,0.6212557630626289,0.6252824019689405,0.6535239070910206,0.01079193532233269,False
cka,1406,14,0.62714411683895,0.6191459239894751,0.6413110019191015,0.5997058635226141,0.599542360837958,-0.027601756000992017,False
cka,1407,14,0.6137443557890422,0.6666987911743879,0.6628692915947251,0.6033753274899867,0.6354108852261307,0.021666529437088466,False
cka,1408,14,0.5713464149381507,0.5619716353554016,0.5527117325839829,0.5773235337551583,0.5856743243377608,0.01432790939961004,False
cka,1502,15,0.6225078584727309,0.5907234031809543,0.580004074215806,0.6001683895263981,0.5539704460285715,-0.06853741244415945,False
cka,1503,15,0.6298777157609948,0.6957865378877967,0.628018667185378,0.6720789530801089,0.662290770518861,0.032413054757866155,False
cka,1507,15,0.7630918136969848,0.7639536882190376,0.7164693754444352,0.7658528902481426,0.7655079630565674,0.0024161493595826755,False
cka,1508,15,0.8006484385801519,0.7771879159522972,0.8146459630607952,0.8153394760793249,0.8017529671450147,0.0011045285648627612,False
cka,1602,16,0.6276298471792423,0.586649238203144,0.6088429099610393,0.6736420510120105,0.6414379356475407,0.013808088468298396,False
cka,1604,16,0.6408321073765143,0.7083805868157983,0.7586270025233437,0.621119497893229,0.692229184469001,0.05139707709248664,False
cka,1605,16,0.636596946901323,0.6624841454085058,0.6470414502557388,0.631234885620662,0.6407147429016251,0.004117796000302154,False
cka,1607,16,0.6255725046741364,0.702859102708172,0.6848642624867703,0.6628372438653346,0.6699700093112393,0.0443975046371029,False
cka,1702,17,0.6218892725027666,0.6295329063976626,0.6335144353280441,0.6117572037967628,0.6279113533054207,0.006022080802654095,False
cka,1703,17,0.6252055791969077,0.6393925901459792,0.6660193002251004,0.6425278113691201,0.7569441250895689,0.1317385458926612,False
cka,1705,17,0.6192635999673336,0.5919164822408337,0.636482134843006,0.5907727885290759,0.6058206620283165,-0.013442937939017074,False
cka,1707,17,0.6064996465239663,0.5741324046353747,0.5888079744311,0.6099889862244645,0.6007546078378156,-0.005745038686150616,False
cka,1708,17,0.585482196781403,0.6000549310642628,0.5923067736588375,0.5579886775718605,0.6040902160999311,0.01860801931852807,False
cka,1710,17,0.6955174293069094,0.7112713988750359,0.6517720160509359,0.6587362248973518,0.6401403349810413,-0.055377094325868126,False
cka,1711,17,0.6384681129987263,0.6450063276155944,0.6552557091222615,0.6720963995628707,0.6539044855844731,0.015436372585746816,False
cka,1802,18,0.6300293321059497,0.6421541157431601,0.6200985798434757,0.6507335669355925,0.6919287753733494,0.06189944326739971,False
cka,1803,18,0.6458830671080467,0.6005608014911487,0.6305045165926015,0.6725228328337193,0.6460563157177622,0.00017324860971557055,False
cka,1804,18,0.6626857974260862,0.6885182236353915,0.6860200057097526,0.7165530700451248,0.7314924139402229,0.06880661651413666,False
cka,1902,19,0.7038633939760396,0.7224331742551205,0.7153901146558005,0.6675695389795192,0.7165968019624959,0.01273340798645628,False
cka,1908,19,0.6454361966747522,0.7171602443101801,0.6897493052193332,0.7594944374919307,0.718318361247516,0.07288216457276386,False
cka,1910,19,0.7383862360542272,0.715393839445424,0.7161805830280213,0.7458544172287548,0.7461710345059607,0.007784798451733521,False
cka,1911,19,0.645146518295182,0.6550705787950435,0.6612304076932951,0.6797301161853525,0.6868450590344558,0.041698540739273815,True
cka,2000,20,0.6637485668428468,0.6502215342426734,0.6157497761613822,0.6503266746536407,0.6938844132190105,0.030135846376163733,False
cka,2002,20,0.5857002122918742,0.6065489649417071,0.6034740703840179,0.5580082035255995,0.6264276123930062,0.04072740010113196,False
cka,2003,20,0.6825409487287639,0.6853993533637425,0.7039893331810985,0.6774799129954048,0.7114724039137588,0.028931455184994848,False
cka,2102,21,0.6817688048271305,0.6897855567785727,0.6643255761528605,0.6222184949862127,0.6850175153769649,0.0032487105498343327,False
cka,2105,21,0.724708108142862,0.7911423033125087,0.7832254412375567,0.7905661990163905,0.7954126701348444,0.07070456199198238,False
cka,2202,22,0.6443254204200355,0.6420553164327851,0.67409010448792,0.713608832738071,0.6737851892924271,0.029459768872391656,False
cka,2204,22,0.6501157359441715,0.6562381590487701,0.666703175666892,0.6864662121059898,0.6613780499390695,0.011262313994897966,False
cka,2205,22,0.6101075922184646,0.5872998726715741,0.5777551325458335,0.6303898237815887,0.653665109857754,0.04355751763928939,False
cka,2206,22,0.6397575953101404,0.6339748316066575,0.6557340149821259,0.6956401096158253,0.6919174453736815,0.05215985006354107,False
cka,2207,22,0.645877844711807,0.5973031177397538,0.619332183702006,0.6095366006812314,0.610261572651691,-0.03561627206011597,False
cka,2208,22,0.6123144885343809,0.6594222540349606,0.6586354242481892,0.669345083799181,0.7289337118128469,0.11661922327846608,False
cka,2209,22,0.6395149099976304,0.6132622339173284,0.6145506447301301,0.5986798794685021,0.5958699539621855,-0.04364495603544494,False
cka,2210,22,0.6245793789862769,0.6206020473270928,0.6089129190445173,0.641114311640511,0.6083671027709885,-0.016212276215288424,False
cka,2211,22,0.6406172343683156,0.6840090496777834,0.6076997754539614,0.6311500624024367,0.6107556340594436,-0.029861600308872083,False
cka,2212,22,0.5676768295689496,0.6094839093665654,0.6421655683566025,0.5530961928979501,0.6402080790705114,0.07253124950156176,False
cka,2213,22,0.6954559926092058,0.666298455429039,0.6161802089820702,0.6917695278703202,0.6570626101992239,-0.03839338240998191,False
cka,2215,22,0.6822089969391916,0.6537184611725866,0.6577396070026437,0.6981733803310655,0.7265745331136209,0.04436553617442929,False
cka,2303,23,0.7050463907563147,0.6901575116744104,0.7068068454241697,0.6391632780055675,0.6833218748011248,-0.02172451595518987,False
cka,2304,23,0.6722200128834335,0.6483437681116656,0.7072481641229482,0.6381120322700897,0.6371458143881641,-0.03507419849526938,False
cka,2305,23,0.609477302745249,0.6362150476727776,0.6258055419905924,0.6254568464800621,0.6343765937905375,0.02489929104528843,False
cka,2306,23,0.7253422556664059,0.7315947351531599,0.6850020854463627,0.6998106307936006,0.663736758755705,-0.06160549691070083,False
cka,2307,23,0.631603940629611,0.7176296592191143,0.6677730119597509,0.6229767626648179,0.6815186732893077,0.0499147326596967,False
cka,2308,23,0.6206064334476992,0.6232725768610979,0.6021384509133408,0.650602487716042,0.6206659793985103,5.954595081114622e-05,False
cka,2309,23,0.7341296030424196,0.7057959018929986,0.6966455679940655,0.6897110813745068,0.7137562351907257,-0.020373367851693858,False
cka,2310,23,0.6328554094199875,0.6305685884136836,0.6132132881755071,0.6565422696531601,0.6416186121763728,0.008763202756385313,False
cka,2312,23,0.6590320133101267,0.6724693334540965,0.6954975518515273,0.7357099402009747,0.7454625154153596,0.08643050210523284,True
cka,2403,24,0.5830841337719812,0.5894225587533457,0.5784805821091812,0.5975455127743836,0.5962489160090818,0.013164782237100603,False
cka,2404,24,0.6415366680089426,0.6054678858410539,0.6107484158377926,0.6952243482563132,0.6759246197862417,0.03438795177729914,False
cka,2405,24,0.5813892303348949,0.5957063760046626,0.5772622196696094,0.6026560990406032,0.5998445274920493,0.018455297157154438,False
cka,2406,24,0.6662455698924179,0.6750316166169525,0.6806645195025192,0.6979819031468486,0.7051673202230085,0.03892175033059064,True
cka,2502,25,0.6076471725494812,0.6638417146380615,0.6656014565847354,0.6402589013076224,0.6392357291228775,0.03158855657339632,False
cka,2504,25,0.6865090859354662,0.6456217425746629,0.654397553084718,0.668032685872395,0.6866458138628069,0.00013672792734065187,False
cka,2505,25,0.6387738380251962,0.6207829696682758,0.674380958860159,0.6493259402891767,0.6890984624656402,0.050324624440444055,False
cka,2507,25,0.6336492084516159,0.7030109793268774,0.6297020851528583,0.6314745450989705,0.6428565592302048,0.009207350778588919,False
cka,2604,26,0.6432377754615098,0.7036683473381069,0.618528061559531,0.7433046859208702,0.8394814237788936,0.19624364831738372,False
cka,2608,26,0.49936803290680765,0.5896375480950129,0.5344712220943365,0.5366531643949805,0.5610934426833445,0.061725409776536844,False
cka,2610,26,0.5653609437928044,0.5908172521448887,0.5770326473346381,0.5320842850683191,0.5512718791747162,-0.014089064618088232,False
cka,2613,26,0.6558266671268763,0.6659032166203039,0.709588193790202,0.6917690265082658,0.7176728008542966,0.061846133727420316,False
cka,2705,27,0.597353542248327,0.5699900684821393,0.5933134328917317,0.5685553865498073,0.5360506278115782,-0.061302914436748845,False
cka,2707,27,0.6237127402177036,0.5927566746660938,0.5743852799368994,0.5382942533647257,0.6364064262853033,0.012693686067599685,False
cka,2712,27,0.5941916962603574,0.5659480403544994,0.6069098802130957,0.5608620596387378,0.6274961134560609,0.03330441719570354,False
cka,2713,27,0.5919091132902001,0.5854696192563125,0.5894752770961176,0.6044054109709717,0.6087435479147989,0.01683443462459877,False
cka,2720,27,0.6064866568751268,0.6212189725172252,0.5838745704611179,0.5706912643075996,0.5860906681955184,-0.020395988679608457,False
cka,2725,27,0.6311384970013529,0.6141361225318869,0.6708148278577907,0.6265090694447244,0.5702728849276937,-0.06086561207365926,False
cka,2728,27,0.622122842202187,0.5819208769058525,0.5979558048557052,0.6472119892975843,0.6237771251028087,0.0016542829006216397,False
cka,2730,27,0.6455582194401605,0.632647195223657,0.6576912954842553,0.6069588406678024,0.6159940309926945,-0.029564188447466,False
cka,2734,27,0.6432258974144823,0.6252621842726768,0.6439856456910626,0.6181597080195169,0.6115284979751965,-0.031697399439285845,False
cka,2735,27,0.6100339764046538,0.5637592136424393,0.6067992564725223,0.5989021116001579,0.6142685451718287,0.004234568767174873,False
cka,2736,27,0.6610096621706261,0.6681604715825686,0.6378643203254389,0.6954028927537681,0.6651685216591664,0.004158859488540334,False
cka,2737,27,0.6189685429112036,0.5835669058421193,0.6194274002292857,0.59728658265979,0.6239907210032126,0.005022178092009,False
cka,2738,27,0.6083421492264192,0.5522206205446344,0.5935847717997252,0.5628384170122056,0.5847290017369656,-0.023613147489453534,False
cka,2739,27,0.6087848358124094,0.608261871238623,0.611547554445619,0.6107116697897355,0.6405345322004191,0.03174969638800973,False
cka,2740,27,0.5867844397761504,0.5584729466752795,0.6184583823710395,0.5797735544861361,0.5986443004151963,0.011859860639045983,False
cka,2741,27,0.616882621545422,0.6290536428707376,0.5986654963130699,0.6091661058416854,0.6200670435445252,0.003184421999103293,False
cka,2745,27,0.6075231345384754,0.6285349552823103,0.6183184396797615,0.618474442737083,0.6342941270283018,0.026770992489826395,False
cka,2746,27,0.580598611648013,0.53609072904617,0.55122669290964,0.5809419357786331,0.6028207602383254,0.022222148590312463,False
cka,2804,28,0.6417434961714942,0.6300277480067931,0.6443551433584584,0.6591385330898081,0.65946040260598,0.01771690643448587,False
cka,2805,28,0.6309860017911973,0.6230895357244478,0.649492576368192,0.6481710993221378,0.696282725731489,0.06529672394029162,False
cka,2808,28,0.6624089479935662,0.6358413943833024,0.6322871762903768,0.6208470188610212,0.7250744946312064,0.06266554663764023,False
cka,2916,29,0.6107891740451333,0.6543741401950661,0.6665369924888764,0.6819236094317859,0.6973695919661945,0.08658041792106119,True
cka,3003,30,0.7822247265143696,0.773515839616506,0.6922798808692292,0.7995193942058281,0.7787014934445485,-0.0035232330698210523,False
cka,3004,30,0.6608624479772719,0.6296537373057656,0.6373495908913285,0.6229240910628202,0.6391119332522462,-0.02175051472502565,False
cka,3005,30,0.729639729788608,0.7724578097784176,0.730028838028804,0.7242839159965472,0.6875537531191491,-0.0420859766694589,False
cka,3103,31,0.6386843842456372,0.6460885592825546,0.6245798456205323,0.6772012338204466,0.6515012089494631,0.012816824703825835,False
cka,3104,31,0.7094781031503586,0.7105440932589975,0.7416256291390934,0.7525101840241458,0.790543634652589,0.08106553150223039,True
cka,3106,31,0.6452337006888965,0.6047339328367,0.6871462723952955,0.694089889635015,0.6482653656126567,0.003031664923760169,False
cka,3107,31,0.6629392032387084,0.675432064943518,0.6393806542303281,0.6326311939428207,0.6559721870879727,-0.006967016150735694,False
cka,3109,31,0.6084830985403334,0.6302431850855835,0.70250677921592,0.6773884330472357,0.7329442090188869,0.12446111047855346,False
cka,3203,32,0.5928312351792333,0.6244176053648911,0.5915514047443879,0.5855802750075243,0.5861782691944524,-0.006652965984780934,False
cka,3204,32,0.6716514485267114,0.6222265978759143,0.6071327491423445,0.6099451979287338,0.6204164622953026,-0.051234986231408874,False
cka,3205,32,0.6569230002847011,0.7133754487580877,0.6970281887828831,0.707277393988117,0.6946653353010301,0.037742335016329065,False
cka,3207,32,0.6548687842549568,0.6222355547261079,0.636066099975006,0.6291656427010534,0.6300609287787579,-0.024807855476198903,False
cka,3304,33,0.6387112987798172,0.6167471688182588,0.5582803661282342,0.564071189039747,0.5393469414530995,-0.09936435732671778,False
cka,3312,33,0.5603392488823146,0.6428200752719292,0.6110872346124847,0.6157822201816371,0.64149467203933,0.0811554231570154,False
cka,3320,33,0.5805992979882946,0.6070636818914623,0.5725687439958209,0.5870290612234091,0.6225290825474523,0.041929784559157746,False
cka,3402,34,0.6221251795033608,0.6052682831413404,0.5786584611628272,0.5916726788060386,0.584485350558702,-0.03763982894465878,False
cka,3404,34,0.6253731024866338,0.6224563430579688,0.6198496107746376,0.6346044263588863,0.616405726040887,-0.008967376445746855,False
cka,3504,35,0.6180393640039447,0.5614809973730397,0.6432181529022961,0.6196101853927897,0.6530159088328901,0.03497654482894541,False
cka,3505,35,0.6492087357414579,0.6339761066631959,0.6690391508256635,0.6683168458547306,0.6541934395814868,0.0049847038400289145,False
cka,3506,35,0.6538041285658125,0.665652213851543,0.6288368120220204,0.621757225019311,0.6186847893690846,-0.03511933919672794,False
cka,3600,36,0.5951089441670138,0.5937717547497381,0.5935568821284617,0.6064352820968205,0.5845604211131306,-0.010548523053883208,False
cka,3604,36,0.6751371076325502,0.6689940807703926,0.6888973180678677,0.6390899598796262,0.6567679606301592,-0.018369147002391006,False
cka,3616,36,0.6380617069219195,0.650338923945043,0.643221806095613,0.6750368610935488,0.7332891142493237,0.0952274073274042,False
neighbors10,1103,11,0.4342013888888889,0.3914236111111112,0.43508680555555557,0.4408854166666668,0.4174305555555556,-0.01677083333333329,False
neighbors10,1105,11,0.45458333333333334,0.46342013888888894,0.45050347222222215,0.4655902777777778,0.46881944444444457,0.014236111111111227,False
neighbors10,1106,11,0.4451562499999999,0.43288194444444456,0.4171875,0.46550347222222216,0.4811111111111111,0.03595486111111118,False
neighbors10,1109,11,0.39519097222222216,0.40574652777777787,0.4052430555555556,0.4333506944444445,0.42296875,0.027777777777777846,False
neighbors10,1110,11,0.3941145833333332,0.41526041666666674,0.44859374999999996,0.4370138888888889,0.4668229166666667,0.07270833333333349,False
neighbors10,1202,12,0.3463020833333333,0.3357638888888889,0.3341840277777777,0.35854166666666665,0.3632986111111111,0.016996527777777826,False
neighbors10,1203,12,0.39720486111111103,0.40630208333333323,0.39329861111111103,0.4149652777777778,0.43277777777777765,0.03557291666666662,False
neighbors10,1204,12,0.39057291666666666,0.3730381944444444,0.42392361111111115,0.41374999999999995,0.4377083333333333,0.04713541666666665,False
neighbors10,1208,12,0.3468229166666667,0.3658854166666667,0.3692534722222222,0.37508680555555557,0.3936631944444444,0.04684027777777772,True
neighbors10,1211,12,0.4325520833333333,0.4040451388888888,0.37404513888888874,0.4081770833333333,0.49178819444444444,0.059236111111111156,False
neighbors10,1306,13,0.4347222222222221,0.4317881944444445,0.40850694444444446,0.38925347222222223,0.4113020833333333,-0.02342013888888883,False
neighbors10,1307,13,0.4515277777777778,0.4821180555555555,0.4774305555555556,0.47718749999999993,0.5228993055555555,0.07137152777777772,False
neighbors10,1311,13,0.49746527777777777,0.4697569444444443,0.4987673611111112,0.4944965277777778,0.47017361111111106,-0.027291666666666714,False
neighbors10,1312,13,0.42348958333333336,0.4118055555555555,0.44203125,0.43435763888888884,0.4469097222222222,0.02342013888888883,False
neighbors10,1402,14,0.3956076388888888,0.3957465277777777,0.37609374999999995,0.39972222222222215,0.40184027777777775,0.006232638888888975,False
neighbors10,1404,14,0.43005208333333333,0.4285590277777779,0.41850694444444453,0.4160763888888889,0.4068576388888889,-0.023194444444444462,False
neighbors10,1405,14,0.4480729166666666,0.43133680555555554,0.4253819444444445,0.42387152777777776,0.4128993055555556,-0.035173611111111,False
neighbors10,1406,14,0.4179166666666667,0.4324826388888889,0.4482465277777776,0.4211805555555555,0.3957986111111112,-0.022118055555555516,False
neighbors10,1407,14,0.421892361111111,0.4287326388888891,0.4626736111111112,0.4019618055555555,0.4147916666666666,-0.007100694444444389,False
neighbors10,1408,14,0.3847395833333334,0.3786805555555555,0.37114583333333334,0.3948437500000001,0.3950000000000001,0.01026041666666666,False
neighbors10,1502,15,0.40444444444444433,0.37095486111111114,0.37097222222222226,0.3722916666666667,0.37069444444444444,-0.03374999999999989,False
neighbors10,1503,15,0.40439236111111115,0.41925347222222226,0.3964583333333333,0.43362847222222217,0.44223958333333335,0.0378472222222222,False
neighbors10,1507,15,0.48980902777777763,0.48380208333333335,0.4386284722222223,0.46664930555555556,0.48180555555555554,-0.008003472222222086,False
neighbors10,1508,15,0.44453124999999993,0.45121527777777776,0.44418402777777777,0.455625,0.45420138888888895,0.009670138888889013,False
neighbors10,1602,16,0.43046875000000007,0.4384548611111111,0.45951388888888883,0.4742881944444445,0.4643402777777777,0.03387152777777763,False
neighbors10,1604,16,0.4124305555555555,0.4571006944444444,0.46727430555555566,0.44475694444444447,0.48354166666666665,0.07111111111111112,False
neighbors10,1605,16,0.3878298611111111,0.4079861111111112,0.4036979166666667,0.40131944444444445,0.3844965277777778,-0.0033333333333332993,False
neighbors10,1607,16,0.42342013888888885,0.4847916666666667,0.4744270833333333,0.45824652777777786,0.4572569444444445,0.03383680555555563,False
neighbors10,1702,17,0.4472743055555556,0.4386458333333333,0.43567708333333327,0.42746527777777776,0.4326041666666667,-0.014670138888888906,False
neighbors10,1703,17,0.4461111111111112,0.47784722222222226,0.4791666666666666,0.44914930555555554,0.5079861111111111,0.06187499999999996,False
neighbors10,1705,17,0.3909548611111112,0.39930555555555547,0.4267881944444445,0.40090277777777783,0.43638888888888894,0.04543402777777772,False
neighbors10,1707,17,0.40694444444444444,0.3956944444444444,0.3991666666666667,0.42223958333333333,0.4081770833333333,0.0012326388888888595,False
neighbors10,1708,17,0.38807291666666655,0.4111458333333333,0.38958333333333334,0.3711979166666666,0.3950868055555556,0.007013888888889042,False
neighbors10,1710,17,0.4331597222222223,0.453923611111111,0.4304340277777778,0.45829861111111114,0.42432291666666666,-0.00883680555555566,False
neighbors10,1711,17,0.4558159722222222,0.45494791666666684,0.48970486111111106,0.48328125,0.4702083333333333,0.014392361111111085,False
neighbors10,1802,18,0.4459895833333333,0.44052083333333325,0.44543402777777785,0.4353472222222222,0.42534722222222215,-0.02064236111111112,False
neighbors10,1803,18,0.4181250000000001,0.41225694444444444,0.44760416666666664,0.4511979166666667,0.46078125,0.042656249999999896,False
neighbors10,1804,18,0.4245138888888888,0.47074652777777787,0.4449479166666668,0.4714409722222222,0.47664930555555557,0.05213541666666677,False
neighbors10,1902,19,0.48317708333333326,0.47390625,0.4959027777777778,0.4385069444444444,0.4880902777777778,0.004913194444444546,False
neighbors10,1908,19,0.4525868055555556,0.46404513888888893,0.4609548611111111,0.4709722222222222,0.45611111111111113,0.0035243055555555514,False
neighbors10,1910,19,0.4825,0.46749999999999997,0.4723090277777778,0.47265624999999994,0.48788194444444444,0.005381944444444453,False
neighbors10,1911,19,0.4132638888888888,0.4267013888888889,0.41012152777777783,0.4504340277777778,0.44296875,0.029704861111111203,False
neighbors10,2000,20,0.42027777777777775,0.41921875,0.3997569444444445,0.42583333333333345,0.4485763888888889,0.02829861111111115,False
neighbors10,2002,20,0.3941840277777778,0.4143055555555554,0.4177430555555555,0.4114756944444445,0.42982638888888886,0.035642361111111076,False
neighbors10,2003,20,0.4512326388888889,0.4398784722222222,0.4534722222222222,0.4561111111111111,0.47020833333333334,0.018975694444444413,False
neighbors10,2102,21,0.4432465277777778,0.45284722222222223,0.45689236111111114,0.4003993055555556,0.4189930555555555,-0.024253472222222294,False
neighbors10,2105,21,0.5184374999999999,0.5195138888888889,0.5300868055555555,0.5057638888888889,0.535798611111111,0.01736111111111116,False
neighbors10,2202,22,0.4788194444444445,0.4625520833333333,0.4720659722222222,0.48265625000000006,0.4751909722222221,-0.003628472222222401,False
neighbors10,2204,22,0.4675694444444444,0.46513888888888894,0.4825173611111112,0.5198090277777777,0.4785590277777777,0.010989583333333275,False
neighbors10,2205,22,0.40949652777777784,0.3876215277777779,0.3816666666666667,0.41994791666666675,0.43789930555555556,0.02840277777777772,False
neighbors10,2206,22,0.43371527777777785,0.44090277777777775,0.42633680555555553,0.46885416666666657,0.4611631944444444,0.027447916666666572,False
neighbors10,2207,22,0.4209895833333334,0.41178819444444437,0.4355555555555556,0.42796875,0.43178819444444433,0.010798611111110912,False
neighbors10,2208,22,0.4140625,0.45375000000000004,0.46357638888888886,0.45907986111111104,0.49809027777777776,0.08402777777777776,False
neighbors10,2209,22,0.4311458333333332,0.41854166666666665,0.4006597222222222,0.4301562500000001,0.42291666666666666,-0.00822916666666651,False
neighbors10,2210,22,0.4085243055555555,0.4195486111111111,0.4078645833333333,0.44576388888888885,0.4352256944444445,0.026701388888888955,False
neighbors10,2211,22,0.44119791666666663,0.4608854166666667,0.4185763888888889,0.4538541666666666,0.43097222222222226,-0.010225694444444378,False
neighbors10,2212,22,0.40906250000000005,0.44692708333333336,0.455451388888889,0.43107638888888883,0.46684027777777776,0.057777777777777706,False
neighbors10,2213,22,0.47651041666666666,0.4577083333333335,0.4410416666666668,0.48550347222222223,0.48581597222222217,0.009305555555555511,False
neighbors10,2215,22,0.4710590277777778,0.48097222222222213,0.4674826388888889,0.48567708333333326,0.5052083333333334,0.034149305555555565,False
neighbors10,2303,23,0.48723958333333334,0.46416666666666667,0.47310763888888885,0.4630208333333333,0.47314236111111097,-0.014097222222222372,False
neighbors10,2304,23,0.4914409722222222,0.4856423611111111,0.49529513888888893,0.5003993055555556,0.464670138888889,-0.026770833333333244,False
neighbors10,2305,23,0.4440972222222223,0.444670138888889,0.44635416666666666,0.45015625000000004,0.45111111111111113,0.0070138888888888196,True
neighbors10,2306,23,0.5047916666666665,0.5128298611111112,0.4988715277777779,0.4832465277777779,0.4775520833333333,-0.027239583333333206,False
neighbors10,2307,23,0.4253124999999999,0.475920138888889,0.4540624999999999,0.4558506944444444,0.48543402777777783,0.060121527777777906,False
neighbors10,2308,23,0.42970486111111117,0.44657986111111114,0.4488194444444445,0.4665798611111112,0.4365625000000001,0.006857638888888906,False
neighbors10,2309,23,0.5022743055555556,0.48237847222222213,0.47248263888888886,0.4706250000000001,0.49711805555555555,-0.005156250000000084,False
neighbors10,2310,23,0.4364062499999999,0.4661458333333333,0.4383854166666666,0.45524305555555544,0.43878472222222226,0.002378472222222372,False
neighbors10,2312,23,0.45949652777777783,0.4743402777777778,0.4871180555555555,0.4625520833333332,0.4790277777777777,0.01953124999999989,False
neighbors10,2403,24,0.39190972222222226,0.3853298611111111,0.389375,0.42022569444444446,0.4119444444444444,0.020034722222222134,False
neighbors10,2404,24,0.44296875,0.4127083333333334,0.42661458333333335,0.4466666666666667,0.4512326388888889,0.008263888888888904,False
neighbors10,2405,24,0.41809027777777774,0.4115972222222223,0.3936111111111111,0.4301215277777778,0.41164930555555557,-0.006440972222222174,False
neighbors10,2406,24,0.46197916666666666,0.4242361111111111,0.4476909722222222,0.4471527777777778,0.46878472222222217,0.006805555555555509,False
neighbors10,2502,25,0.43545138888888885,0.47939236111111116,0.45145833333333335,0.4248263888888889,0.44684027777777774,0.011388888888888893,False
neighbors10,2504,25,0.4790972222222221,0.4495138888888889,0.46303819444444444,0.506545138888889,0.5027430555555555,0.02364583333333342,False
neighbors10,2505,25,0.4226909722222222,0.39184027777777786,0.448125,0.42836805555555557,0.49416666666666675,0.07147569444444457,False
neighbors10,2507,25,0.39682291666666664,0.41788194444444443,0.41725694444444444,0.40659722222222217,0.39328125,-0.0035416666666666097,False
neighbors10,2604,26,0.4058854166666668,0.4091666666666666,0.436736111111111,0.4614062500000001,0.42963541666666666,0.023749999999999882,False
neighbors10,2608,26,0.33288194444444447,0.3809895833333333,0.3756597222222223,0.3817013888888889,0.4139409722222223,0.08105902777777785,False
neighbors10,2610,26,0.38689236111111114,0.37578125,0.39069444444444446,0.36142361111111115,0.37480902777777786,-0.01208333333333328,False
neighbors10,2613,26,0.4100347222222223,0.41975694444444456,0.4500347222222221,0.4394791666666666,0.46536458333333336,0.055329861111111045,False
neighbors10,2705,27,0.42578125,0.4109375,0.4471006944444444,0.3997569444444444,0.4007638888888888,-0.02501736111111119,False
neighbors10,2707,27,0.44793402777777785,0.4366319444444444,0.42168402777777786,0.4222048611111111,0.4619444444444445,0.014010416666666636,False
neighbors10,2712,27,0.4352604166666666,0.40298611111111116,0.43173611111111115,0.4136631944444445,0.4738541666666666,0.03859374999999998,False
neighbors10,2713,27,0.40960069444444447,0.4280902777777778,0.4208854166666667,0.4447743055555556,0.4411979166666667,0.03159722222222222,False
neighbors10,2720,27,0.42157986111111123,0.4388368055555556,0.41529513888888897,0.393888888888889,0.40713541666666675,-0.014444444444444482,False
neighbors10,2725,27,0.4442708333333334,0.4438715277777779,0.4688020833333333,0.44675347222222217,0.42447916666666674,-0.019791666666666652,False
neighbors10,2728,27,0.4352256944444445,0.43105902777777777,0.4152777777777777,0.44562500000000005,0.4448611111111112,0.00963541666666673,False
neighbors10,2730,27,0.4586111111111112,0.4577256944444446,0.45647569444444447,0.4189062499999999,0.4278993055555555,-0.030711805555555693,False
