branch,label,uint64_seed
centres,centres/primary/field/36/0/2000,10403668319499638642
centres,centres/primary/field/36/0/2005,6172208395657943596
centres,centres/primary/field/36/0/2010,5413121876926228183
centres,centres/primary/field/36/0/2015,2839827538857936799
centres,centres/primary/field/36/0/2020,12463109043715752098
centres,centres/random/repeat256_field/0/2000,10965468587380966145
centres,centres/random/repeat256_field/0/2005,13550813614462007938
centres,centres/random/repeat256_field/0/2010,11146020460248486892
centres,centres/random/repeat256_field/0/2015,12399646319768281106
centres,centres/random/repeat256_field/0/2020,10191324565029376791
centres,centres/primary/field/11/1/2000,2358249793410047077
centres,centres/primary/field/11/1/2005,376990251778273972
centres,centres/primary/field/11/1/2010,10112245017402605488
centres,centres/primary/field/11/1/2015,11421440069457975782
centres,centres/primary/field/11/1/2020,13028039710815564818
centres,centres/primary/field/12/1/2000,8237444757060830083
centres,centres/primary/field/12/1/2005,6028055037601839822
centres,centres/primary/field/12/1/2010,16295328404993801326
centres,centres/primary/field/12/1/2015,16001934922285683624
centres,centres/primary/field/12/1/2020,14156210732098142029
centres,centres/primary/field/13/1/2000,15888277177072975594
centres,centres/primary/field/13/1/2005,7077715613373245891
centres,centres/primary/field/13/1/2010,14787834133197758524
centres,centres/primary/field/13/1/2015,4870666718245797671
centres,centres/primary/field/13/1/2020,13287517503523930723
centres,centres/primary/field/14/1/2000,16597352936674308189
centres,centres/primary/field/14/1/2005,994758142442313142
centres,centres/primary/field/14/1/2010,7860801092701579608
centres,centres/primary/field/14/1/2015,14007721352421171634
centres,centres/primary/field/14/1/2020,11557530219891581436
centres,centres/primary/field/15/1/2000,6448746709524433459
centres,centres/primary/field/15/1/2005,12319690441805618140
centres,centres/primary/field/15/1/2010,6781547360267590194
centres,centres/primary/field/15/1/2015,655613693547648148
centres,centres/primary/field/15/1/2020,10339237585229927268
centres,centres/primary/field/16/1/2000,15815117456513234226
centres,centres/primary/field/16/1/2005,17034317196999331644
centres,centres/primary/field/16/1/2010,10395614288531972574
centres,centres/primary/field/16/1/2015,8584188179078044142
centres,centres/primary/field/16/1/2020,1240765859386696234
centres,centres/primary/field/17/1/2000,12611648960119929385
centres,centres/primary/field/17/1/2005,11431454256574512213
centres,centres/primary/field/17/1/2010,13944917879328498683
centres,centres/primary/field/17/1/2015,13586345840547610569
centres,centres/primary/field/17/1/2020,16308188491351399393
centres,centres/primary/field/18/1/2000,1098157922340565491
centres,centres/primary/field/18/1/2005,3552157455529243609
centres,centres/primary/field/18/1/2010,4830648005387825969
centres,centres/primary/field/18/1/2015,4032812985669142896
centres,centres/primary/field/18/1/2020,6298649465460589363
centres,centres/primary/field/19/1/2000,17604233449998635825
centres,centres/primary/field/19/1/2005,15693459723750462670
centres,centres/primary/field/19/1/2010,10360528230045822643
centres,centres/primary/field/19/1/2015,2405816537849621892
centres,centres/primary/field/19/1/2020,9604525558203802044
centres,centres/primary/field/20/1/2000,18363680627637154304
centres,centres/primary/field/20/1/2005,16725582317864285098
centres,centres/primary/field/20/1/2010,4692261445494640332
centres,centres/primary/field/20/1/2015,4614603346318353918
centres,centres/primary/field/20/1/2020,6592995408938563735
centres,centres/primary/field/21/1/2000,8032240778922425477
centres,centres/primary/field/21/1/2005,7497000887200675289
centres,centres/primary/field/21/1/2010,3323517652233372882
centres,centres/primary/field/21/1/2015,9741452035371889624
centres,centres/primary/field/21/1/2020,7145189291147888705
centres,centres/primary/field/22/1/2000,7900175084628809064
centres,centres/primary/field/22/1/2005,5271486339757179184
centres,centres/primary/field/22/1/2010,17546343833218119441
centres,centres/primary/field/22/1/2015,11521235710524057124
centres,centres/primary/field/22/1/2020,4269724482081697959
centres,centres/primary/field/23/1/2000,16400040268345466977
centres,centres/primary/field/23/1/2005,8780553441934556201
centres,centres/primary/field/23/1/2010,14593367172586162375
centres,centres/primary/field/23/1/2015,5534008364235661325
centres,centres/primary/field/23/1/2020,7526017155599684334
centres,centres/primary/field/24/1/2000,3323840963742641068
centres,centres/primary/field/24/1/2005,11522723333832631667
centres,centres/primary/field/24/1/2010,3614987997961910478
centres,centres/primary/field/24/1/2015,7474909758237359242
centres,centres/primary/field/24/1/2020,9889942225222599306
centres,centres/primary/field/25/1/2000,14081704707238886676
centres,centres/primary/field/25/1/2005,9543223164441683547
centres,centres/primary/field/25/1/2010,306334821407501326
centres,centres/primary/field/25/1/2015,13704052371281743744
centres,centres/primary/field/25/1/2020,13793810796706681317
centres,centres/primary/field/26/1/2000,6289626115289155608
centres,centres/primary/field/26/1/2005,10882259635723661863
centres,centres/primary/field/26/1/2010,17142864860308108114
centres,centres/primary/field/26/1/2015,5191445826805079047
centres,centres/primary/field/26/1/2020,2675776157856831256
centres,centres/primary/field/27/1/2000,13731947188917897137
centres,centres/primary/field/27/1/2005,2937408575779557092
centres,centres/primary/field/27/1/2010,9670884064654731381
centres,centres/primary/field/27/1/2015,5927493990378824750
centres,centres/primary/field/27/1/2020,7991612663525608611
centres,centres/primary/field/28/1/2000,7912019357753118077
centres,centres/primary/field/28/1/2005,9646484593033724384
centres,centres/primary/field/28/1/2010,9576341250440172930
centres,centres/primary/field/28/1/2015,243268566423418053
centres,centres/primary/field/28/1/2020,8234436233790497892
centres,centres/primary/field/29/1/2000,12209819463863627500
centres,centres/primary/field/29/1/2005,13071705131294379708
centres,centres/primary/field/29/1/2010,5650197004183922967
centres,centres/primary/field/29/1/2015,14955243233623489167
centres,centres/primary/field/29/1/2020,2938148401529812221
centres,centres/primary/field/30/1/2000,10091912354303467514
centres,centres/primary/field/30/1/2005,14441674070410264818
centres,centres/primary/field/30/1/2010,8219218022588824032
centres,centres/primary/field/30/1/2015,4860739587653963737
centres,centres/primary/field/30/1/2020,11261985338848718242
centres,centres/primary/field/31/1/2000,16201483010218343860
centres,centres/primary/field/31/1/2005,877104881911478999
centres,centres/primary/field/31/1/2010,1666137155130917750
centres,centres/primary/field/31/1/2015,2040889624654238430
centres,centres/primary/field/31/1/2020,6490494286170890361
centres,centres/primary/field/32/1/2000,15778429350681244538
centres,centres/primary/field/32/1/2005,14128641160062881252
centres,centres/primary/field/32/1/2010,3037054047426451526
centres,centres/primary/field/32/1/2015,841904143702609988
centres,centres/primary/field/32/1/2020,6527823714137209340
centres,centres/primary/field/33/1/2000,13644642965557407203
centres,centres/primary/field/33/1/2005,7763371387967933531
centres,centres/primary/field/33/1/2010,13382126542901610568
centres,centres/primary/field/33/1/2015,10883080434090157373
centres,centres/primary/field/33/1/2020,4748835980016342546
centres,centres/primary/field/34/1/2000,6108370716219394477
centres,centres/primary/field/34/1/2005,16044757571940370549
centres,centres/primary/field/34/1/2010,13683833757888118092
centres,centres/primary/field/34/1/2015,15795564901555756953
centres,centres/primary/field/34/1/2020,376056707823320486
centres,centres/primary/field/35/1/2000,2735111647403572370
centres,centres/primary/field/35/1/2005,10239236893880008168
centres,centres/primary/field/35/1/2010,12028177926305861255
centres,centres/primary/field/35/1/2015,1320825296441511833
centres,centres/primary/field/35/1/2020,9045835910710107191
centres,centres/primary/field/36/1/2000,15133960190365433957
centres,centres/primary/field/36/1/2005,9376622392042992973
centres,centres/primary/field/36/1/2010,8645466465246295755
centres,centres/primary/field/36/1/2015,2578259589408730562
centres,centres/primary/field/36/1/2020,5055521146963682586
centres,centres/random/repeat256_field/1/2000,16130279332645988534
centres,centres/random/repeat256_field/1/2005,14160056915552310396
centres,centres/random/repeat256_field/1/2010,8145024236066664365
centres,centres/random/repeat256_field/1/2015,13626246865902545047
centres,centres/random/repeat256_field/1/2020,13623148881209168634
centres,centres/primary/field/11/2/2000,6078127256110970091
centres,centres/primary/field/11/2/2005,10790961852391940342
centres,centres/primary/field/11/2/2010,7151239916537706411
centres,centres/primary/field/11/2/2015,16163772771860381517
centres,centres/primary/field/11/2/2020,9818631658838555345
centres,centres/primary/field/12/2/2000,12837502071644750356
centres,centres/primary/field/12/2/2005,2075614085118468000
centres,centres/primary/field/12/2/2010,2603321386247670186
centres,centres/primary/field/12/2/2015,7337369957588696457
centres,centres/primary/field/12/2/2020,11291283986389261502
centres,centres/primary/field/13/2/2000,7434622955207115529
centres,centres/primary/field/13/2/2005,17771609716786961341
centres,centres/primary/field/13/2/2010,17545166298571030677
centres,centres/primary/field/13/2/2015,16029444377915213224
centres,centres/primary/field/13/2/2020,2810711586512185247
centres,centres/primary/field/14/2/2000,16002810734779960980
centres,centres/primary/field/14/2/2005,4786587482057046221
centres,centres/primary/field/14/2/2010,6737685775925300947
centres,centres/primary/field/14/2/2015,17938726977470507677
centres,centres/primary/field/14/2/2020,8983686839569115508
centres,centres/primary/field/15/2/2000,12270771915916978429
centres,centres/primary/field/15/2/2005,3883921164468587744
centres,centres/primary/field/15/2/2010,15688763071477490136
centres,centres/primary/field/15/2/2015,5676909086540790112
centres,centres/primary/field/15/2/2020,4912404181975942594
centres,centres/primary/field/16/2/2000,16690228802797621394
centres,centres/primary/field/16/2/2005,10547259945326966863
centres,centres/primary/field/16/2/2010,10183944212393331462
centres,centres/primary/field/16/2/2015,6893836617013418755
centres,centres/primary/field/16/2/2020,8855390608699095929
centres,centres/primary/field/17/2/2000,824155645095551173
centres,centres/primary/field/17/2/2005,90977377825429838
centres,centres/primary/field/17/2/2010,1599140989257692359
centres,centres/primary/field/17/2/2015,11993467103408442369
centres,centres/primary/field/17/2/2020,10440366773933302316
centres,centres/primary/field/18/2/2000,14361885138237817675
centres,centres/primary/field/18/2/2005,16148018170202453956
centres,centres/primary/field/18/2/2010,10785171557022080666
centres,centres/primary/field/18/2/2015,5779910128030559928
centres,centres/primary/field/18/2/2020,16448051359469993411
centres,centres/primary/field/19/2/2000,8177113550277517115
centres,centres/primary/field/19/2/2005,2544701196892552144
centres,centres/primary/field/19/2/2010,4341200582311737052
centres,centres/primary/field/19/2/2015,13545950334826247551
centres,centres/primary/field/19/2/2020,3824095375442478099
centres,centres/primary/field/20/2/2000,14766083979023171018
centres,centres/primary/field/20/2/2005,13926040129181569878
centres,centres/primary/field/20/2/2010,17477056504875319798
centres,centres/primary/field/20/2/2015,4715299222362143705
centres,centres/primary/field/20/2/2020,12616003941629596163
centres,centres/primary/field/21/2/2000,1590115775070211499
centres,centres/primary/field/21/2/2005,3960472567190515175
centres,centres/primary/field/21/2/2010,9164637040548869551
centres,centres/primary/field/21/2/2015,16606901201494062129
centres,centres/primary/field/21/2/2020,9396821478735176533
centres,centres/primary/field/22/2/2000,12008052256828616738
centres,centres/primary/field/22/2/2005,5624301819171407332
centres,centres/primary/field/22/2/2010,1219476345054667716
centres,centres/primary/field/22/2/2015,17198638781174702330
centres,centres/primary/field/22/2/2020,4298793143252164523
centres,centres/primary/field/23/2/2000,8921134628954079515
centres,centres/primary/field/23/2/2005,3056361215825215623
centres,centres/primary/field/23/2/2010,18280919735564568893
centres,centres/primary/field/23/2/2015,9597150205888827712
centres,centres/primary/field/23/2/2020,2728401683917371215
centres,centres/primary/field/24/2/2000,1396934214875106106
centres,centres/primary/field/24/2/2005,18165747500481899160
centres,centres/primary/field/24/2/2010,16129360720603529928
centres,centres/primary/field/24/2/2015,14124420104149932051
centres,centres/primary/field/24/2/2020,17939756340308946892
centres,centres/primary/field/25/2/2000,13698387563799649640
centres,centres/primary/field/25/2/2005,16355245747464662021
centres,centres/primary/field/25/2/2010,4427451798250885717
centres,centres/primary/field/25/2/2015,12063956228473718554
centres,centres/primary/field/25/2/2020,16705204944111741779
centres,centres/primary/field/26/2/2000,9196918289790671777
centres,centres/primary/field/26/2/2005,17407885930233541540
centres,centres/primary/field/26/2/2010,13599527561934490276
centres,centres/primary/field/26/2/2015,12940821001977874491
centres,centres/primary/field/26/2/2020,2875520895803524025
centres,centres/primary/field/27/2/2000,10627875504510437110
centres,centres/primary/field/27/2/2005,9904837123525767057
centres,centres/primary/field/27/2/2010,8769070323361818619
centres,centres/primary/field/27/2/2015,16296343537735598777
centres,centres/primary/field/27/2/2020,17345173017198880023
centres,centres/primary/field/28/2/2000,9128632658386332754
centres,centres/primary/field/28/2/2005,17100653037665732411
centres,centres/primary/field/28/2/2010,12636675105648712650
centres,centres/primary/field/28/2/2015,15791151291451107486
centres,centres/primary/field/28/2/2020,11645770980972767687
centres,centres/primary/field/29/2/2000,865838132642657892
centres,centres/primary/field/29/2/2005,11632069498771939300
centres,centres/primary/field/29/2/2010,11673046687817466652
centres,centres/primary/field/29/2/2015,1186609315595862511
centres,centres/primary/field/29/2/2020,8863218580554166452
centres,centres/primary/field/30/2/2000,12393702406284834176
centres,centres/primary/field/30/2/2005,17737124518859278842
centres,centres/primary/field/30/2/2010,4118170979843703785
centres,centres/primary/field/30/2/2015,1505755349218983485
centres,centres/primary/field/30/2/2020,13161241939771206885
centres,centres/primary/field/31/2/2000,15512975239537433847
centres,centres/primary/field/31/2/2005,13144154888322715787
centres,centres/primary/field/31/2/2010,10990035236875687775
centres,centres/primary/field/31/2/2015,4325167724843913777
centres,centres/primary/field/31/2/2020,5278974247423759812
centres,centres/primary/field/32/2/2000,539806398787740546
centres,centres/primary/field/32/2/2005,11443185843248314916
centres,centres/primary/field/32/2/2010,18228642547232271001
centres,centres/primary/field/32/2/2015,12439124674614443784
centres,centres/primary/field/32/2/2020,13061573995076584719
centres,centres/primary/field/33/2/2000,14034365464541164126
centres,centres/primary/field/33/2/2005,14337690830537470133
centres,centres/primary/field/33/2/2010,5812922235958841866
centres,centres/primary/field/33/2/2015,9259543806384128770
centres,centres/primary/field/33/2/2020,5555555261024179951
centres,centres/primary/field/34/2/2000,13109969779737442264
centres,centres/primary/field/34/2/2005,9055587308714562379
centres,centres/primary/field/34/2/2010,16078579115627769604
centres,centres/primary/field/34/2/2015,3921352849277413181
centres,centres/primary/field/34/2/2020,9003766867436297771
centres,centres/primary/field/35/2/2000,14930838668260148446
centres,centres/primary/field/35/2/2005,2821535565958488026
centres,centres/primary/field/35/2/2010,15306354684273187536
centres,centres/primary/field/35/2/2015,7446147468896753884
centres,centres/primary/field/35/2/2020,9572040089499258099
centres,centres/primary/field/36/2/2000,11202231296044092428
centres,centres/primary/field/36/2/2005,16136076157068641961
centres,centres/primary/field/36/2/2010,7866419849068643826
centres,centres/primary/field/36/2/2015,17389441715689814355
centres,centres/primary/field/36/2/2020,3534231701933469633
centres,centres/random/repeat256_field/2/2000,5585069788028495353
centres,centres/random/repeat256_field/2/2005,16606194866466233490
centres,centres/random/repeat256_field/2/2010,4393638296960095935
centres,centres/random/repeat256_field/2/2015,5351649581865587615
centres,centres/random/repeat256_field/2/2020,11574888147000915082
centres,centres/primary/field/11/3/2000,1988760711116224886
centres,centres/primary/field/11/3/2005,10800698361078380063
centres,centres/primary/field/11/3/2010,11306993894682865024
centres,centres/primary/field/11/3/2015,12266170723870719548
centres,centres/primary/field/11/3/2020,1245323560323154830
centres,centres/primary/field/12/3/2000,7121122788148178846
centres,centres/primary/field/12/3/2005,13221918850496049727
centres,centres/primary/field/12/3/2010,3146508534613448555
centres,centres/primary/field/12/3/2015,12096597380072033914
centres,centres/primary/field/12/3/2020,15901051421356557117
centres,centres/primary/field/13/3/2000,8574105989490175003
centres,centres/primary/field/13/3/2005,17352529143370138985
centres,centres/primary/field/13/3/2010,17039097418324515069
centres,centres/primary/field/13/3/2015,6996779091266768281
centres,centres/primary/field/13/3/2020,13332981250206342934
centres,centres/primary/field/14/3/2000,4587277274687381625
centres,centres/primary/field/14/3/2005,1542106580067464343
centres,centres/primary/field/14/3/2010,3026623722597600158
centres,centres/primary/field/14/3/2015,9337055650767831247
centres,centres/primary/field/14/3/2020,9036170292153355010
centres,centres/primary/field/15/3/2000,16655409599796555900
centres,centres/primary/field/15/3/2005,14766315655140671518
centres,centres/primary/field/15/3/2010,6152549252743809398
centres,centres/primary/field/15/3/2015,15707817139326823292
centres,centres/primary/field/15/3/2020,13863213177970443015
centres,centres/primary/field/16/3/2000,18134470210140231676
centres,centres/primary/field/16/3/2005,13307521763793524134
centres,centres/primary/field/16/3/2010,9308374489524589904
centres,centres/primary/field/16/3/2015,11804297052960047979
centres,centres/primary/field/16/3/2020,3494659226074309493
centres,centres/primary/field/17/3/2000,4265020164757358159
centres,centres/primary/field/17/3/2005,12854647632306824149
centres,centres/primary/field/17/3/2010,10763174709899890813
centres,centres/primary/field/17/3/2015,10763854179798283422
centres,centres/primary/field/17/3/2020,3247898877338683675
centres,centres/primary/field/18/3/2000,14080837088883163323
centres,centres/primary/field/18/3/2005,5925668089863682451
centres,centres/primary/field/18/3/2010,1303138275501700036
centres,centres/primary/field/18/3/2015,14289608718000577548
centres,centres/primary/field/18/3/2020,4288972196113297769
centres,centres/primary/field/19/3/2000,16566073513423049219
centres,centres/primary/field/19/3/2005,15687661826774946416
centres,centres/primary/field/19/3/2010,12254563742421309813
centres,centres/primary/field/19/3/2015,620289028666275934
centres,centres/primary/field/19/3/2020,15710039526552277158
centres,centres/primary/field/20/3/2000,14607911427635833577
centres,centres/primary/field/20/3/2005,7940516013730684316
centres,centres/primary/field/20/3/2010,14433751512998839606
centres,centres/primary/field/20/3/2015,9207486431549077118
centres,centres/primary/field/20/3/2020,9566095172979893980
centres,centres/primary/field/21/3/2000,14587704800921270754
centres,centres/primary/field/21/3/2005,4458829238146607560
centres,centres/primary/field/21/3/2010,18287549309803350042
centres,centres/primary/field/21/3/2015,5919480749806369181
centres,centres/primary/field/21/3/2020,13823012101182850565
centres,centres/primary/field/22/3/2000,10143256553871961082
centres,centres/primary/field/22/3/2005,6849761786019052665
centres,centres/primary/field/22/3/2010,13369863025758371708
centres,centres/primary/field/22/3/2015,9956569439584122187
centres,centres/primary/field/22/3/2020,9126011917537451244
centres,centres/primary/field/23/3/2000,8477512737056325647
centres,centres/primary/field/23/3/2005,9802937937496568591
centres,centres/primary/field/23/3/2010,6018158516074616724
centres,centres/primary/field/23/3/2015,14782007903510918054
centres,centres/primary/field/23/3/2020,2055912043398270626
centres,centres/primary/field/24/3/2000,14087382515407220252
centres,centres/primary/field/24/3/2005,1935309804318733803
centres,centres/primary/field/24/3/2010,17605499550986067086
centres,centres/primary/field/24/3/2015,7464529000494937780
centres,centres/primary/field/24/3/2020,5416383873050554251
centres,centres/primary/field/25/3/2000,16191349896459465686
centres,centres/primary/field/25/3/2005,12458986378485618847
centres,centres/primary/field/25/3/2010,10566027568190716914
centres,centres/primary/field/25/3/2015,1219236670918190054
centres,centres/primary/field/25/3/2020,2840100684255725744
centres,centres/primary/field/26/3/2000,17047272283176462223
centres,centres/primary/field/26/3/2005,17357843625865260212
centres,centres/primary/field/26/3/2010,15975480968179658164
centres,centres/primary/field/26/3/2015,5740572499938942668
centres,centres/primary/field/26/3/2020,5239528100461678111
centres,centres/primary/field/27/3/2000,10084179088907484017
centres,centres/primary/field/27/3/2005,4742669217535660990
centres,centres/primary/field/27/3/2010,7106713672566992252
centres,centres/primary/field/27/3/2015,8723811862469888925
centres,centres/primary/field/27/3/2020,2805137913342854323
centres,centres/primary/field/28/3/2000,14388128014662663917
centres,centres/primary/field/28/3/2005,475008239173864416
centres,centres/primary/field/28/3/2010,10039362217690800098
centres,centres/primary/field/28/3/2015,15150087623205211069
centres,centres/primary/field/28/3/2020,13406721853620490268
centres,centres/primary/field/29/3/2000,11336334868590885257
centres,centres/primary/field/29/3/2005,11872492854420068800
centres,centres/primary/field/29/3/2010,15822277487630703900
centres,centres/primary/field/29/3/2015,4302639389160371814
centres,centres/primary/field/29/3/2020,16147914215428927028
centres,centres/primary/field/30/3/2000,7294204294792990669
centres,centres/primary/field/30/3/2005,12652391630417404527
centres,centres/primary/field/30/3/2010,13910634245963485220
centres,centres/primary/field/30/3/2015,5543337337772689579
centres,centres/primary/field/30/3/2020,5374940600071081741
centres,centres/primary/field/31/3/2000,11796470701543671780
centres,centres/primary/field/31/3/2005,6091494986729480757
centres,centres/primary/field/31/3/2010,11848932204334551385
centres,centres/primary/field/31/3/2015,13013559950792325826
centres,centres/primary/field/31/3/2020,5593931957203981447
centres,centres/primary/field/32/3/2000,3685301825375582957
centres,centres/primary/field/32/3/2005,14830225699222986832
centres,centres/primary/field/32/3/2010,16210208317049750682
centres,centres/primary/field/32/3/2015,11239570670086124087
centres,centres/primary/field/32/3/2020,17921814980562826444
centres,centres/primary/field/33/3/2000,9523388134184034379
centres,centres/primary/field/33/3/2005,4746115392309582333
centres,centres/primary/field/33/3/2010,12226012635300405364
centres,centres/primary/field/33/3/2015,12857754131118679393
centres,centres/primary/field/33/3/2020,5415949726781026961
centres,centres/primary/field/34/3/2000,13594715283824410919
centres,centres/primary/field/34/3/2005,8699956089940215225
centres,centres/primary/field/34/3/2010,14604611482795852600
centres,centres/primary/field/34/3/2015,9020895949117329007
centres,centres/primary/field/34/3/2020,6219855467790027455
centres,centres/primary/field/35/3/2000,13499051194943489978
centres,centres/primary/field/35/3/2005,2164434921783140321
centres,centres/primary/field/35/3/2010,5957639014291241473
centres,centres/primary/field/35/3/2015,14444382558348310462
centres,centres/primary/field/35/3/2020,15576016099308876732
centres,centres/primary/field/36/3/2000,1025054346923272310
centres,centres/primary/field/36/3/2005,4734448349126770572
centres,centres/primary/field/36/3/2010,17055167626448947938
centres,centres/primary/field/36/3/2015,4825541970404338508
centres,centres/primary/field/36/3/2020,1852839628712022285
centres,centres/random/repeat256_field/3/2000,15455670937602674542
centres,centres/random/repeat256_field/3/2005,17817050732915491228
